OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50053,16,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50053,17,SHELF_ITEM,"Soup mixes, dry bouillon",12 months,unopened,SHELF
50054,1,FRUIT,Apricots,2-3 days,,REFRIGERATED
50054,2,SHELF_ITEM,"Juice, boxes",4-6 months,unopened,SHELF
50054,3,BAKERY,"Cakes, chocolate",1 week,,REFRIGERATED
50054,4,SHELF_ITEM,"Gelatin, flavored",3-4 months,opened,SHELF
50054,5,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED
50054,6,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN
50054,7,SHELF_ITEM,"Baby food, meats & eggs",1 day,opened,REFRIGERATED
50054,8,SHELF_ITEM,"Tea, bags",12 months,opened,SHELF
50054,9,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",Use-by date,,REFRIGERATED
50054,10,FRUIT,Apricots,,Do not freeze,FROZEN
50054,11,VEGETABLES,Tomatoes,2-3 days,,REFRIGERATED
50054,12,FRUIT,"Papaya, mango",3-5 days,,SHELF
50054,13,FRUIT,Apples,3 weeks,,REFRIGERATED
50054,14,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50054,15,FRUIT,Kiwi Fruit,Until ripe,,SHELF
50055,1,SHELF_ITEM,Molasses,6 months,opened,SHELF
50055,2,SHELF_ITEM,"Oils, olive or vegetable",6 months,unopened,SHELF
50055,3,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN
50055,4,BAKERY,"Cakes, chocolate",1-2 days,,SHELF
50055,5,SHELF_ITEM,"Gelatin, flavored",3-4 months,opened,SHELF
50055,6,CONDIMENTS,"Barbecue sauce, bottled",4 months,opened,REFRIGERATED
50055,7,FRUIT,Apples,3 weeks,,REFRIGERATED
50055,8,SHELF_ITEM,Diet powder mixes,3 months,opened,SHELF
50055,9,VEGETABLES,"Onions, Spring or green",1-2 weeks,,REFRIGERATED
50055,10,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",2-3 months,,FROZEN
50055,11,SHELF_ITEM,"Syrup, genuine or real maple",12 months,unopened,SHELF
50055,12,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50055,13,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN
50055,14,SHELF_ITEM,"Sugar, granulated",2 years,,SHELF
50055,15,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50055,16,SHELF_ITEM,Vinegar,2 years,unopened,SHELF
50055,17,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,opened,REFRIGERATED
50055,18,DELI_ITEM,"Chicken, rotisserie or fried",4 months,,FROZEN
50056,1,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50056,2,SHELF_ITEM,"Oils, vegetable oil sprays",2 years,unopened,SHELF
50056,3,SHELF_ITEM,"Rice, brown",1 year,unopened,SHELF
50056,4,SHELF_ITEM,"Beans, Dried",12 months,unopened,SHELF
50056,5,CONDIMENTS,"Barbecue sauce, bottled",4 months,opened,REFRIGERATED
50056,6,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED
50056,7,PESTO,Pesto or Sala,1-2 months,,FROZEN
50056,8,VEGETABLES,Garlic,1-2 weeks,,REFRIGERATED
50056,9,DOUGH,Cookie dough,Use by date,opened,REFRIGERATED
50056,10,FRUIT,Bananas,1 month,Whole peeled,FROZEN
50056,11,FRUIT,Grapes,1 week,,REFRIGERATED
50056,12,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED
50057,1,BAKERY,"Cakes, chiffon, sponge",1-2 day,,SHELF
50057,2,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50057,3,DELI_ITEM,Olives,,Do not freeze,FROZEN
50057,4,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50057,5,PROCESSED_POULTRY,Rotisserie chicken,3-4 days,,REFRIGERATED
50057,6,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED
50057,7,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50057,8,VEGETABLES,Leeks,10-12 months,,FROZEN
50057,9,BAKERY,"Cakes, pound cake",6 months,,FROZEN
50057,10,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED
50057,11,FISH,Surimi seafood,package date,,REFRIGERATED
50057,12,SHELF_ITEM,"Tea, instant",6-12 months,opened,SHELF
50057,13,SHELF_ITEM,"Fruits, dried",6 months,unopened,SHELF
50057,14,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED
50057,15,FRUIT,"Pears, Plums",,Do not freeze,FROZEN
50058,1,DIARY,Pudding,2 days,opened,REFRIGERATED
50058,2,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50058,3,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50058,4,DIARY,Pudding,Package date,unopened,REFRIGERATED
50058,5,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",12 months,unopened,SHELF
50058,6,FRUIT,Citrus Fruit,10 days,,SHELF
50058,7,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED
50058,8,DELI_ITEM,"Fruit, cut",,Do not freeze,FROZEN
50058,9,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED
50058,10,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",4 months,,FROZEN
50058,11,SHELF_ITEM,Worcestershire Sauce,1 year,opened,SHELF
50058,12,SHELF_ITEM,Honey,12 months,unopened,SHELF
50058,13,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,REFRIGERATED
50058,14,BAKING,"Frosting, canned",3 months,opened,SHELF
50058,15,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50058,16,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50058,17,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, cans",9 mos. after date,unopened,SHELF
50058,18,DELI_ITEM,Cheesecake,2-3 months,,FROZEN
50059,1,SHELF_ITEM,Pudding mixes,3-4 months,opened,SHELF
50059,2,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN
50059,3,SHELF_ITEM,"Oils, nut oils",6 months,unopened,SHELF
50059,4,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50059,5,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,unopened,SHELF
50059,6,SHELF_ITEM,"Tea, loose",2 years,unopened,SHELF
50059,7,FROZEN_ITEM,Soy crumbles and hotdogs,3-4 days,,THAWED
50059,8,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",1 month,,FROZEN
50059,9,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED
50059,10,DIARY,"Eggnog, commercial",3-5 days,,REFRIGERATED
50059,11,VEGETABLES,Potatoes,1-2 months,,SHELF
50059,12,BAKERY,"Rolls, yeast, partially baked",1 week,,REFRIGERATED
50059,13,SHELF_ITEM,"Sauce mixes, nondairy cream sauces, milk solids",1 year,unopened,SHELF
50059,14,PROCESSED_MEAT,"Lunch meats, after opening",3-5 days,,REFRIGERATED
50059,15,BAKING,"Flour, whole wheat",6-8 months,opened,REFRIGERATED
50059,16,SHELF_ITEM,Potato chips,1-2 weeks,opened,SHELF
50059,17,FISH,Surimi seafood,package date,,REFRIGERATED
50059,18,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED
50060,1,SHELF_ITEM,"Milk, canned evaporated",4-5 days,opened,REFRIGERATED
50060,2,BAKING,Baking soda,6 months,opened,SHELF
50060,3,SHELLFISH,"Crab legs, king, dungeness, snow",9-12 months,,FROZEN
50060,4,PROCESSED_MEAT,"Ham, fully cooked, whole",1 week,,REFRIGERATED
50060,5,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,unopened,SHELF
50060,6,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN
50060,7,SHELF_ITEM,"Rice, white or wild",1 year,opened,SHELF
50060,8,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN
50060,9,FRESH_MEAT,Ground meat,3-4 months,,FROZEN
50060,10,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50060,11,FRUIT,"Berries, cherries",1-2 days,,REFRIGERATED
50060,12,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,unopened,REFRIGERATED
50060,13,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50060,14,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50060,15,BAKERY,"Cakes, angel food",2 months,,FROZEN
50061,1,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED
50061,2,FRUIT,Kiwi Fruit,3-4 days,,REFRIGERATED
50061,3,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED
50061,4,CONDIMENTS,Chutney,1-2 months,opened,REFRIGERATED
50061,5,DELI_ITEM,Pate,1-2 days,,REFRIGERATED
50061,6,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED
50061,7,BAKING,Baking powder,6 months,unopened,SHELF
50061,8,CONDIMENTS,"Mayonnaise, commercial",2-3 months,unopened,SHELF
50061,9,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50061,10,SHELF_ITEM,"Oils, vegetable oil sprays",2 years,unopened,SHELF
50061,11,SHELF_ITEM,Dry egg noodles,2 years,unopened,SHELF
50061,12,DIARY,"Eggnog, commercial",6 months,,FROZEN
50061,13,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED
50061,14,FRUIT,Apricots,2-3 days,,REFRIGERATED
50061,15,PROCESSED_POULTRY,Fried chicken,4 months,,FROZEN
50061,16,VEGETABLES,"Carrots, parsnips",10-12 months,,FROZEN
50062,1,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED
50062,2,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",6-12 months,opened,REFRIGERATED
50062,3,CONDIMENTS,"Olives, black and green",12-18 months,unopened,SHELF
50062,4,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED
50062,5,VEGETABLES,"Onions, dry",10-12 months,,FROZEN
50062,6,VEGETABLES,Radishes,10-14 days,,REFRIGERATED
50062,7,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50062,8,BAKING,"Flour, white",6-12 months,unopened,SHELF
50062,9,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50062,10,FRESH_POULTRY,"Chicken or turkey, parts",9 months,,FROZEN
50062,11,DIARY,"Eggs, hard cooked",1 week,,REFRIGERATED
50062,12,SHELF_ITEM,"Tea, bags",18 months,unopened,SHELF
50062,13,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",1 year,opened,SHELF
50063,1,FISH,Surimi seafood,3-4 days,,REFRIGERATED
50063,2,BAKING,"Flour, white",6-8 months,opened,SHELF
50063,3,SHELF_ITEM,"Oils, olive or vegetable",1-3 months,opened,SHELF
50063,4,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50063,5,VEGETABLES,Cucumbers,,Do not freeze,FROZEN
50063,6,DIARY,Buttermilk,3 months,,FROZEN
50063,7,SHELLFISH,"Crab meat, fresh",1-2 days,,REFRIGERATED
50063,8,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED
50063,9,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN
50063,10,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50063,11,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50063,12,SHELF_ITEM,"Juice, boxes",4-6 months,unopened,SHELF
50063,13,SHELF_ITEM,Molasses,12 months,unopened,SHELF
50063,14,DIARY,"Cream, half-and-half",3-4 days,,REFRIGERATED
50063,15,FRUIT,Bananas,Until ripe,,SHELF
50063,16,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",3 years,unopened,SHELF
50063,17,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50064,1,BAKERY,"Pastries, danish",1 week,,REFRIGERATED
50064,2,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED
50064,3,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50064,4,BAKERY,"Pies, mincemeat",2 hours,,SHELF
50064,5,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50064,6,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50064,7,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50064,8,SHELF_ITEM,"Fruits, dried",6 months,unopened,SHELF
50064,9,SHELF_ITEM,"Nuts, jars or cans",9-12 months,opened,FROZEN
50064,10,DIARY,Cream cheese,2 weeks,,REFRIGERATED
50064,11,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50064,12,SMOKEDFISH,"Salmon, whitefish, hot smoked",6 months,vacuum pkg,FROZEN
50065,1,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50065,2,SHELF_ITEM,Diet powder mixes,6 months,unopened,SHELF
50065,3,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50065,4,DIARY,Margarine,12 months,,FROZEN
50065,5,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED
50065,6,BAKERY,"Pies, pecan",2 hours,,SHELF
50065,7,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED
50065,8,SHELF_ITEM,Honey,12 months,unopened,SHELF
50065,9,SHELF_ITEM,"Fruits, dried",6 months,unopened,SHELF
50065,10,FRUIT,Avocados,3-4 days,,REFRIGERATED
50065,11,FISH,"Cooked fish, all",1-2 months,,FROZEN
50065,12,BAKING,Baking powder,3 months,opened,SHELF
50065,13,SHELF_ITEM,"Gelatin, unflavored",3 years,unopened,SHELF
50065,14,FRUIT,"Pears, Plums",,Do not freeze,FROZEN
50065,15,SHELF_ITEM,Molasses,12 months,unopened,SHELF
50066,1,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50066,2,PESTO,Pesto or Sala,1-2 months,,FROZEN
50066,3,PROCESSED_MEAT,"Ham, cook before eating",1-2 months,,FROZEN
50066,4,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50066,5,FRUIT,Kiwi Fruit,Until ripe,,SHELF
50066,6,SHELF_ITEM,"Rice, white or wild",1 year,opened,SHELF
50066,7,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50066,8,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED
50066,9,DIARY,"Milk, plain or flavored",3 months,,FROZEN
50066,10,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN
50066,11,SHELF_ITEM,"Juice, boxes",4-6 months,unopened,SHELF
50066,12,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED
50066,13,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED
50066,14,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED
50066,15,SHELF_ITEM,Molasses,6 months,opened,SHELF
50066,16,SHELF_ITEM,"Gelatin, flavored",3-4 months,opened,SHELF
50066,17,VEGETABLES,"Beans, green or wax",3-4 days,,REFRIGERATED
50067,1,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED
50067,2,PROCESSED_MEAT,"Ham, cook before eating",1-2 months,,FROZEN
50067,3,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN
50067,4,BAKERY,Muffins,1 week,,REFRIGERATED
50067,5,BAKING,"Cake, Brownie, Bread Mixes",12-18 months,unopened,SHELF
50067,6,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED
50067,7,BAKERY,Quiche,2 hours,,SHELF
50067,8,SHELF_ITEM,"Rice, white or wild",1 year,opened,SHELF
50067,9,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN
50067,10,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN
50067,11,FRESH_POULTRY,"Chicken or turkey, whole",12 months,,FROZEN
50067,12,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50067,13,SHELLFISH,"Crab meat, pasteurized",4 months,,FROZEN
50067,14,SHELF_ITEM,Molasses,6 months,opened,SHELF
50067,15,SHELF_ITEM,Spaghetti sauce in jars,18 months,unopened,SHELF
50067,16,BAKERY,"Cakes, made from mix",4 months,,FROZEN
50067,17,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN
50067,18,FROZEN_ITEM,"Sausages, precooked",1 week,,THAWED
50068,1,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED
50068,2,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN
50068,3,SHELF_ITEM,"Baby food, meats & eggs",Use-by date,unopened,SHELF
50068,4,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,,Do not freeze,FROZEN
50068,5,VEGETABLES,Radishes,,Do not freeze,FROZEN
50068,6,VEGETABLES,Rutabagas,8-10 months,,FROZEN
50068,7,VEGETABLES,"Carrots, parsnips",10-12 months,,FROZEN
50068,8,BAKERY,"Pies, pecan",3-4 days,,REFRIGERATED
50068,9,SHELF_ITEM,"Coffee, whole beans",1-3 weeks,unopened,SHELF
50068,10,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50068,11,SOY,Tofu,1 week,,REFRIGERATED
50068,12,SHELF_ITEM,Tapioca,12 months,unopened,SHELF
50068,13,DIARY,Buttermilk,1-2 weeks,,REFRIGERATED
50068,14,VEGETABLES,"Carrots, parsnips",10-12 months,,FROZEN
50068,15,CONDIMENTS,Pickles,12 months,unopened,SHELF
50068,16,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",5-7 days,,REFRIGERATED
50069,1,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED
50069,2,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN
50069,3,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",1 year,opened,SHELF
50069,4,VEGETABLES,Bok choy,2-3days,,REFRIGERATED
50069,5,FROZEN_ITEM,Bagels,2 months,,FROZEN
50069,6,SOY,Miso,,Do not freeze,FROZEN
50069,7,SHELLFISH,"Crab meat, pasteurized",4 months,,FROZEN
50069,8,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED
50069,9,BAKERY,"Bread, flat (tortillas, pita)",2-4 days,,SHELF
50069,10,FRUIT,Grapes,1 day,,SHELF
50069,11,SHELF_ITEM,"Spices, ground",2-3 years,unopened,SHELF
50069,12,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50069,13,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED
50069,14,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,REFRIGERATED
50069,15,BAKING,Cocoa and Cocoa Mixes,1 year,opened,SHELF
50069,16,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED
50070,1,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",2-3 weeks,,REFRIGERATED
50070,2,BAKERY,"Doughnuts, glazed or cake",1-2 days,,SHELF
50070,3,PROCESSED_MEAT,"Sausage, smoked links, patties",1-2 months,,FROZEN
50070,4,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50070,5,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50070,6,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",2-3 days,opened,REFRIGERATED
50070,7,BAKING,Biscuit or pancake mix,15 months,unopened,SHELF
50070,8,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED
50070,9,VEGETABLES,"Squash, summer",4-5 days,,REFRIGERATED
50070,10,SOY,"Soy or rice beverage, Textured soy protein (TSP)",2 years,unopened,SHELF
50070,11,FRUIT,Grapes,1 week,,REFRIGERATED
50070,12,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50070,13,SHELF_ITEM,"Tea, instant",3 years,unopened,SHELF
50071,1,VEGETABLES,Brussels sprouts,3-5 days,,REFRIGERATED
50071,2,FRUIT,"Papaya, mango",,Do not freeze,FROZEN
50071,3,FRESH_MEAT,Ground meat,3-4 months,,FROZEN
50071,4,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50071,5,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",1-2 days,,REFRIGERATED
50071,6,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50071,7,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50071,8,BAKERY,Cheesecake,2-3 months,,FROZEN
50071,9,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED
50071,10,DIARY,Pudding,2 days,opened,REFRIGERATED
50071,11,SHELF_ITEM,Molasses,12 months,unopened,SHELF
50071,12,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED
50071,13,FROZEN_ITEM,Tempeh,12 months,,FROZEN
50071,14,VEGETABLES,Ginger Root,1-2 weeks,,REFRIGERATED
50071,15,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN
50071,16,BAKING,"Flour, white",6-12 months,unopened,SHELF
50071,17,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50072,1,SHELF_ITEM,"Gelatin, unflavored",3-4 months,opened,SHELF
50072,2,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50072,3,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",3-4 days,,REFRIGERATED
50072,4,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50072,5,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50072,6,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN
50072,7,BAKERY,"Pies, mincemeat",8 months,,FROZEN
50072,8,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED
50072,9,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED
50072,10,BAKERY,"Cakes, fruit cake",1 month,,SHELF
50072,11,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50072,12,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50072,13,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50072,14,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED
50073,1,VEGETABLES,"Squash, winter",2 weeks,,REFRIGERATED
50073,2,FRESH_MEAT,Ground meat,3-4 months,,FROZEN
50073,3,FISH,"Cooked fish, all",3-4 days,,REFRIGERATED
50073,4,BAKERY,"Pies, pumpkin",1-2 months,,FROZEN
50073,5,BAKERY,Muffins,2 months,,FROZEN
50073,6,SHELF_ITEM,"Peas, dried split",12 months,opened,SHELF
50073,7,DELI_ITEM,Olives,2 weeks,,REFRIGERATED
50073,8,VEGETABLES,"Beans, green or wax",8 months,,FROZEN
50073,9,VEGETABLES,Beets,7-10 days,,REFRIGERATED
50073,10,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50073,11,CONDIMENTS,"Mayonnaise, commercial",2-3 months,unopened,SHELF
50073,12,DOUGH,Cookie dough,Use by date,unopened,REFRIGERATED
50073,13,SHELF_ITEM,"Coffee, instant, jars and tins",2 weeks,opened,REFRIGERATED
50073,14,SHELF_ITEM,"Gravy, jars and cans",2-5 years,unopened,SHELF
50073,15,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50073,16,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50074,1,SHELF_ITEM,"Gelatin, unflavored",3-4 months,opened,SHELF
50074,2,FRESH_MEAT,Ground meat,1-2 days,,REFRIGERATED
50074,3,SHELF_ITEM,"Nuts, jars or cans",12 months,unopened,SHELF
50074,4,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED
50074,5,SHELF_ITEM,"Coffee, instant, jars and tins",12 months,unopened,SHELF
50074,6,VEGETABLES,"Onions, Spring or green",10-12 months,,FROZEN
50074,7,FISH,"Caviar, fresh, in jar",1-4 weeks,unopened,REFRIGERATED
50074,8,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,unopened,SHELF
50074,9,VEGETABLES,Asparagus,8 months,,FROZEN
50074,10,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED
50074,11,VEGETABLES,Potatoes,1-2 months,,SHELF
50074,12,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN
50074,13,DIARY,"Shredded cheddar, mozzarella, etc.",3-4 months,,FROZEN
50075,1,CONDIMENTS,Chutney,12 months,unopened,SHELF
50075,2,FRUIT,Citrus Fruit,10 days,,SHELF
50075,3,BAKERY,"Cakes, chiffon, sponge",2 months,,FROZEN
50075,4,SHELF_ITEM,"Sugar, granulated",2 years,,SHELF
50075,5,SHELF_ITEM,Tapioca,12 months,unopened,SHELF
50075,6,SHELF_ITEM,"Coffee, instant, jars and tins",3-4 months,,FROZEN
50075,7,BAKERY,"Pies, fruit",8 months,,FROZEN
50075,8,BAKING,Cocoa and Cocoa Mixes,1 year,opened,SHELF
50075,9,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50075,10,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED
50075,11,SHELF_ITEM,"Marshmallows, marshmallow creme",1 month,opened,SHELF
50075,12,SHELF_ITEM,"Fruits, dried",6 months,opened,REFRIGERATED
50050,1,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50050,2,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN
50050,3,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED
50050,4,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50050,5,VEGETABLES,"Artichokes, whole",1-2 days,,SHELF
50050,6,DIARY,"Egg substitutes, liquid",10 days,unopened,REFRIGERATED
50050,7,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",1 month,opened,SHELF
50050,8,BAKERY,Cheesecake,2-3 months,,FROZEN
50050,9,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN
50050,10,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED
50050,11,SHELF_ITEM,"Sauce mixes, nondairy cream sauces, milk solids",1 year,unopened,SHELF
50050,12,VEGETABLES,"Peppers, bell or chile",6-8 months,,FROZEN
50050,13,FRESH_POULTRY,"Chicken or turkey, parts",1-2 days,,REFRIGERATED
50050,14,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50050,15,DELI_ITEM,Olives,,Do not freeze,FROZEN
50050,16,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED
50050,17,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50050,18,BAKERY,"Pies, cream",3-4 days,,REFRIGERATED
