OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage,Quantity
20075,13,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED,160
20075,14,CONDIMENTS,"Olives, black and green",2 weeks,opened,REFRIGERATED,232
20075,15,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED,176
20075,16,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,REFRIGERATED,232
20075,17,FISH,"Caviar, fresh, in jar",1-4 weeks,unopened,REFRIGERATED,184
20075,18,VEGETABLES,Rutabagas,8-10 months,,FROZEN,168
20075,19,VEGETABLES,Corn on the cob,8 months,,FROZEN,208
20075,20,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED,192
20075,21,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED,160
20075,22,DELI_ITEM,Pudding,Package date,unopened,REFRIGERATED,224
20075,23,SHELF_ITEM,"Coffee, instant, jars and tins",2 weeks,opened,REFRIGERATED,192
20075,24,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED,192
20075,25,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",4 months,,FROZEN,200
20075,26,BAKERY,"Bread, flat (tortillas, pita)",4-7 days,,REFRIGERATED,192
20075,27,FROZEN_ITEM,Soy crumbles and hotdogs,3-4 days,,THAWED,192
20075,28,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED,168
20075,29,SMOKEDFISH,Herring,2 months,,FROZEN,208
20075,30,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN,192
20075,31,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED,216
20075,32,BAKERY,"Cakes, made from mix",1 week,,REFRIGERATED,184
20076,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,224
20076,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,168
20076,3,DIARY,Margarine,12 months,,FROZEN,192
20076,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,216
20076,5,SOY,Tofu,1 week,,REFRIGERATED,232
20076,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,192
20076,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,168
20076,8,FRUIT,Apples,1-2 days,,SHELF,184
20076,9,FRUIT,Bananas,Until ripe,,SHELF,200
20076,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,184
20076,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,184
20076,12,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED,192
20076,13,PROCESSED_POULTRY,Ground turkey or chicken,3-4 months,,FROZEN,160
20076,14,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN,208
20076,15,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED,208
20076,16,DIARY,Cream cheese,,Do not freeze,FROZEN,160
20076,17,VEGETABLES,"Onions, dry",10-12 months,,FROZEN,200
20076,18,BAKERY,"Bread, commercial*",7-14 days,,REFRIGERATED,184
20076,19,VEGETABLES,Bok choy,10-12 months,,FROZEN,176
20076,20,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED,232
20076,21,SHELF_ITEM,"Coffee, instant, jars and tins",3-4 months,,FROZEN,208
20076,22,SOY,Tofu,1 week,,REFRIGERATED,184
20076,23,DIARY,"Egg substitutes, liquid",10 days,unopened,REFRIGERATED,200
20076,24,FRUIT,Coconuts,2-3 weeks,fresh,REFRIGERATED,216
20076,25,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED,224
20076,26,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 months,,FROZEN,216
20076,27,FROZEN_ITEM,"Sausages, precooked",1-2 months,,FROZEN,216
20076,28,DIARY,"Eggs, hard cooked",1 week,,REFRIGERATED,160
20076,29,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",3-4 months,,FROZEN,200
20076,30,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN,184
20076,31,VEGETABLES,Ginger Root,1-2 weeks,,REFRIGERATED,216
20076,32,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,192
20076,33,DIARY,"Cheese, processed slices",,Do not freeze,FROZEN,224
20076,34,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED,192
20076,35,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN,200
20076,36,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",Use-by date,,REFRIGERATED,224
20076,37,SOY,Tofu,5 months,,FROZEN,232
20076,38,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,unopened,REFRIGERATED,224
20077,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,224
20077,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,160
20077,3,DIARY,Margarine,12 months,,FROZEN,168
20077,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,192
20077,5,SOY,Tofu,1 week,,REFRIGERATED,216
20077,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,192
20077,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,208
20077,8,FRUIT,Apples,1-2 days,,SHELF,176
20077,9,FRUIT,Bananas,Until ripe,,SHELF,176
20077,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,232
20077,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,168
20077,12,FRUIT,Avocados,3-4 days,,REFRIGERATED,208
20077,13,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED,232
20077,14,FROZEN_ITEM,Juice concentrates,6-12 months,,FROZEN,224
20077,15,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED,160
20077,16,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN,184
20077,17,PROCESSED_MEAT,"Hot dogs, after opening",1 week,,REFRIGERATED,216
20077,18,VEGETABLES,Cabbage,10-12 months,,FROZEN,184
20077,19,SMOKEDFISH,"Salmon, whitefish, hot smoked",14 days,,REFRIGERATED,208
20077,20,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,184
20077,21,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED,192
20077,22,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,160
20077,23,SOY,"Soy or rice beverage, refrigerated",,Do not freeze,FROZEN,192
20077,24,BAKERY,"Bread, commercial*",7-14 days,,REFRIGERATED,232
20077,25,DIARY,"Eggnog, commercial",6 months,,FROZEN,176
20077,26,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",3-4 weeks,opened,REFRIGERATED,216
20077,27,DIARY,Yogurt,7-14 days,,REFRIGERATED,200
20077,28,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED,232
20077,29,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED,192
20077,30,FROZEN_ITEM,"Sausages, uncooked",1-2 months,,FROZEN,176
20077,31,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN,200
20077,32,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED,224
20077,33,FRESH_POULTRY,"Chicken or turkey, parts",1-2 days,,REFRIGERATED,192
20077,34,PROCESSED_POULTRY,Cooked poultry dishes,4-6 months,,FROZEN,208
20077,35,VEGETABLES,Greens,1-2 days,,REFRIGERATED,232
20078,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,189
20078,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,261
20078,3,DIARY,Margarine,12 months,,FROZEN,243
20078,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,216
20078,5,SOY,Tofu,1 week,,REFRIGERATED,216
20078,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,198
20078,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,189
20078,8,FRUIT,Apples,1-2 days,,SHELF,198
20078,9,FRUIT,Bananas,Until ripe,,SHELF,216
20078,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,216
20078,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,216
20078,12,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN,198
20078,13,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED,234
20078,14,BAKERY,Muffins,1 week,,REFRIGERATED,189
20078,15,BAKERY,"Pastries, danish",1 week,,REFRIGERATED,180
20078,16,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED,261
20078,17,SHELF_ITEM,"Oils, olive or vegetable",4 months,opened,REFRIGERATED,252
20078,18,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,180
20078,19,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED,180
20078,20,DIARY,Kefir (fermented milk),,Do not freeze,FROZEN,261
20078,21,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED,189
20078,22,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN,243
20078,23,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED,252
20078,24,VEGETABLES,Radishes,10-14 days,,REFRIGERATED,207
20078,25,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",,Do not freeze,FROZEN,180
20078,26,DOUGH,Cookie dough,Use by date,unopened,REFRIGERATED,252
20078,27,VEGETABLES,"Herbs, fresh",1-2 months,,FROZEN,252
20078,28,SOY,Tofu,5 months,,FROZEN,180
20078,29,FRUIT,Apricots,2-3 days,,REFRIGERATED,225
20078,30,FRUIT,Grapes,1 month,Whole,FROZEN,198
20078,31,DIARY,"Cream, half-and-half",4 months,,FROZEN,180
20078,32,VEGETABLES,"Beans, green or wax",3-4 days,,REFRIGERATED,225
20079,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,252
20079,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,234
20079,3,DIARY,Margarine,12 months,,FROZEN,261
20079,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,225
20079,5,SOY,Tofu,1 week,,REFRIGERATED,189
20079,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,216
20079,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,180
20079,8,FRUIT,Apples,1-2 days,,SHELF,189
20079,9,FRUIT,Bananas,Until ripe,,SHELF,207
20079,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,207
20079,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,252
20079,12,FRUIT,Grapes,1 month,Whole,FROZEN,243
20079,13,BAKERY,"Pastries, danish",1 week,,REFRIGERATED,261
20079,14,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED,225
20079,15,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED,243
20079,16,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",3-4 weeks,opened,REFRIGERATED,207
20079,17,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED,207
20079,18,PROCESSED_MEAT,"Ham, fully cooked, whole",1 week,,REFRIGERATED,243
20079,19,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN,180
20079,20,SHELLFISH,Lobster tails,1-2 days,,REFRIGERATED,180
20079,21,FRUIT,Melons,3-4 days,,REFRIGERATED,252
20079,22,BAKERY,"Cakes, pound cake",1 week,,REFRIGERATED,180
20079,23,FROZEN_ITEM,Vegetables,3-4 days,,THAWED,225
20079,24,DIARY,Pudding,,Do not freeze,FROZEN,261
20079,25,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN,261
20079,26,VEGETABLES,Tomatoes,2 months,,FROZEN,243
20079,27,PROCESSED_POULTRY,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,207
20079,28,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN,207
20079,29,DOUGH,Ready-to-bake pie crust,Use-by date,,REFRIGERATED,234
20079,30,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED,243
20079,31,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED,207
20079,32,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED,234
20079,33,SHELLFISH,"Crab legs, king, dungeness, snow",5 days,,REFRIGERATED,261
20079,34,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED,225
20079,35,FRUIT,Citrus Fruit,,Do not freeze,FROZEN,225
20079,36,FRUIT,Bananas,1 month,Whole peeled,FROZEN,180
20079,37,FROZEN_ITEM,"Sherbet, sorbet",2-4 months,,FROZEN,216
20079,38,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN,225
20079,39,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN,207
20080,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,243
20080,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,234
20080,3,DIARY,Margarine,12 months,,FROZEN,216
20080,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,189
20080,5,SOY,Tofu,1 week,,REFRIGERATED,261
20080,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,198
20080,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,261
20080,8,FRUIT,Apples,1-2 days,,SHELF,189
20080,9,FRUIT,Bananas,Until ripe,,SHELF,180
20080,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,225
20080,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,252
20080,12,FROZEN_ITEM,Lobster tails,3 months,,FROZEN,243
20080,13,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,252
20080,14,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED,243
20080,15,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED,207
20080,16,PROCESSED_POULTRY,Ground turkey or chicken,3-4 months,,FROZEN,207
20080,17,FISH,"Lean fish (pollock, ocean perch, rockfish, sea trout)",1-2 days,,REFRIGERATED,234
20080,18,BAKERY,"Pies, pumpkin",1-2 months,,FROZEN,243
20080,19,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,207
20080,20,SHELLFISH,Lobster tails,6 months,,FROZEN,225
20080,21,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,225
20080,22,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",2-3 weeks,,REFRIGERATED,225
20080,23,DELI_ITEM,Pudding,2 days,opened,REFRIGERATED,261
20080,24,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",3-4 weeks,,REFRIGERATED,189
20080,25,DOUGH,Cookie dough,Use by date,unopened,REFRIGERATED,225
20080,26,DIARY,Margarine,12 months,,FROZEN,261
20080,27,FROZEN_ITEM,"Fish, breaded",,Do not defrost. Cook frozen.,THAWED,261
20080,28,DIARY,"Cream, half-and-half",4 months,,FROZEN,243
20080,29,VEGETABLES,Greens,1-2 days,,REFRIGERATED,207
20080,30,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,225
20080,31,SMOKEDFISH,"Salmon, whitefish, cold-smoked",2 months,,FROZEN,180
20080,32,BAKERY,Quiche,3-4 days,,REFRIGERATED,243
20080,33,DOUGH,Ready-to-bake pie crust,2 months,,FROZEN,189
20080,34,VEGETABLES,"Beans, green or wax",3-4 days,,REFRIGERATED,198
20081,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,216
20081,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,252
20081,3,DIARY,Margarine,12 months,,FROZEN,234
20081,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,225
20081,5,SOY,Tofu,1 week,,REFRIGERATED,216
20081,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,216
20081,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,225
20081,8,FRUIT,Apples,1-2 days,,SHELF,180
20081,9,FRUIT,Bananas,Until ripe,,SHELF,243
20081,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,225
20081,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,234
20081,12,SHELLFISH,Lobster tails,6 months,,FROZEN,216
20081,13,FRUIT,Bananas,2 days,skin will blacken,REFRIGERATED,261
20081,14,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED,180
20081,15,SHELF_ITEM,"Coffee, instant, jars and tins",3-4 months,,FROZEN,261
20081,16,FISH,Surimi seafood,3-4 days,,REFRIGERATED,216
20081,17,VEGETABLES,"Squash, winter",10-12 months,,FROZEN,189
20081,18,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,234
20081,19,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED,252
20081,20,DIARY,"Cheese, soft (such as Brie, Bel Paese)",6 months,,FROZEN,252
20081,21,BAKERY,"Cakes, angel food",2 months,,FROZEN,189
20081,22,SHELLFISH,"Live clams, mussels, crab and oysters",1-2 days,,REFRIGERATED,198
20081,23,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN,243
20081,24,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN,198
20081,25,DIARY,"Eggs, hard cooked",1 week,,REFRIGERATED,198
20081,26,VEGETABLES,Cabbage,1-2 weeks,,REFRIGERATED,180
20081,27,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED,252
20081,28,BAKERY,"Croissants, butter",2 months,,FROZEN,198
20081,29,VEGETABLES,Spinach,10-12 months,,FROZEN,189
20081,30,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",5-7 days,,REFRIGERATED,234
20082,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,216
20082,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,234
20082,3,DIARY,Margarine,12 months,,FROZEN,216
20082,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,261
20082,5,SOY,Tofu,1 week,,REFRIGERATED,198
20082,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,198
20082,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,216
20082,8,FRUIT,Apples,1-2 days,,SHELF,243
20082,9,FRUIT,Bananas,Until ripe,,SHELF,225
20082,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,216
20082,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,207
20082,12,BAKERY,"Pies, chiffon",1-2 days,,REFRIGERATED,189
20082,13,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN,198
20082,14,DELI_ITEM,"Chicken, rotisserie or fried",4 months,,FROZEN,216
20082,15,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN,207
20082,16,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN,261
20082,17,SMOKEDFISH,Herring,2 months,,FROZEN,189
20082,18,VEGETABLES,Ginger Root,1-2 weeks,,REFRIGERATED,189
20082,19,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN,198
20082,20,VEGETABLES,"Onions, dry",2 months,,REFRIGERATED,180
20082,21,PROCESSED_POULTRY,Ground turkey or chicken,3-4 months,,FROZEN,243
20082,22,VEGETABLES,"Broccoli, raab, rapini",3-5 days,,REFRIGERATED,216
20082,23,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED,234
20082,24,FRUIT,"Berries, cherries",4 months,,FROZEN,243
20082,25,BAKERY,"Rolls, filled, meat or vegetables",2 months,,FROZEN,243
20082,26,VEGETABLES,"Lettuce, leaf",,Do not freeze,FROZEN,243
20082,27,BAKERY,"Doughnuts, glazed or cake",1 month,,FROZEN,189
20082,28,FRESH_POULTRY,"Duckling or goose, whole",1-2 days,,REFRIGERATED,261
20082,29,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",3-4 days,opened,REFRIGERATED,252
20082,30,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN,252
20082,31,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED,234
20082,32,FROZEN_ITEM,"Sausages, uncooked",1-2 days,,THAWED,252
20083,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,216
20083,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,198
20083,3,DIARY,Margarine,12 months,,FROZEN,243
20083,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,207
20083,5,SOY,Tofu,1 week,,REFRIGERATED,216
20083,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,189
20083,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,225
20083,8,FRUIT,Apples,1-2 days,,SHELF,180
20083,9,FRUIT,Bananas,Until ripe,,SHELF,180
20083,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,225
20083,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,243
20083,12,PROCESSED_MEAT,Bacon,1 month,,FROZEN,189
20083,13,VEGETABLES,Eggplant,6-8 months,,FROZEN,216
20083,14,FRUIT,Apricots,2-3 days,,REFRIGERATED,180
20083,15,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN,234
20083,16,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED,216
20083,17,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,234
20083,18,VEGETABLES,Rutabagas,2 weeks,,REFRIGERATED,234
20083,19,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN,180
20083,20,DIARY,Pudding,Package date,unopened,REFRIGERATED,252
20083,21,DELI_ITEM,Olives,,Do not freeze,FROZEN,261
20083,22,VEGETABLES,Eggplant,6-8 months,,FROZEN,216
20083,23,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN,198
20083,24,VEGETABLES,Turnips,8-10 months,,FROZEN,243
20083,25,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,180
20083,26,PROCESSED_MEAT,"Ham, fully cooked, slices or half",3-4 days,,REFRIGERATED,216
20083,27,VEGETABLES,Rutabagas,8-10 months,,FROZEN,198
20083,28,FRESH_MEAT,Ground meat,3-4 months,,FROZEN,234
20083,29,VEGETABLES,Mushrooms,2-3 days,,REFRIGERATED,225
20083,30,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,189
20083,31,BAKERY,Quiche,2 months,,FROZEN,180
20083,32,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN,243
20083,33,BAKERY,"Cakes, made from mix",1 week,,REFRIGERATED,180
20083,34,SHELF_ITEM,"Coffee, whole beans",2 weeks,opened,REFRIGERATED,225
20083,35,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED,198
20083,36,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED,261
20083,37,FROZEN_ITEM,Juice concentrates,6-12 months,,FROZEN,243
20083,38,SHELF_ITEM,"Coffee, whole beans",3-4 months,,FROZEN,216
20084,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,243
20084,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,234
20084,3,DIARY,Margarine,12 months,,FROZEN,234
20084,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,180
20084,5,SOY,Tofu,1 week,,REFRIGERATED,252
20084,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,207
20084,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,198
20084,8,FRUIT,Apples,1-2 days,,SHELF,234
20084,9,FRUIT,Bananas,Until ripe,,SHELF,207
20084,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,234
20084,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,180
20084,12,PESTO,Pesto or Sala,package date,unopened,REFRIGERATED,234
20084,13,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED,216
20084,14,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED,207
20084,15,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",2-3 months,,FROZEN,189
20084,16,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED,180
20084,17,VEGETABLES,Garlic,1-2 weeks,,REFRIGERATED,225
20084,18,SHELF_ITEM,"Oils, olive or vegetable",4 months,opened,REFRIGERATED,216
20084,19,BAKERY,"Cakes, angel food",2 months,,FROZEN,189
20084,20,PROCESSED_POULTRY,Ground turkey or chicken,3-4 months,,FROZEN,198
20084,21,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED,189
20084,22,FRUIT,Avocados,3-4 days,,REFRIGERATED,180
20084,23,FROZEN_ITEM,Guacamole,3-4 months,,FROZEN,180
20084,24,DOUGH,Ready-to-bake pie crust,2 months,,FROZEN,180
20084,25,SOY,Miso,,Do not freeze,FROZEN,198
20084,26,VEGETABLES,Cabbage,10-12 months,,FROZEN,189
20084,27,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN,234
20084,28,BAKERY,"Cakes, made from mix",4 months,,FROZEN,198
20084,29,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED,225
20084,30,CRACKERS,Crackers,3-4 months,opened,REFRIGERATED,207
20084,31,DIARY,"Egg substitutes, liquid",10 days,unopened,REFRIGERATED,207
20084,32,SMOKEDFISH,Herring,2 months,,FROZEN,207
20084,33,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 weeks,opened,REFRIGERATED,216
20084,34,BAKERY,"Cakes, angel food",1 week,,REFRIGERATED,243
20084,35,DIARY,"Whipped, sweetened",1-2 months,,FROZEN,261
20084,36,DIARY,"Cream, whipping, ultrapasteurized",1 month,,REFRIGERATED,216
20084,37,VEGETABLES,Potatoes,1-2 weeks,,REFRIGERATED,180
20084,38,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED,243
20084,39,DELI_ITEM,Olives,,Do not freeze,FROZEN,189
20085,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,24
20085,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,23
20085,3,DIARY,Margarine,12 months,,FROZEN,29
20085,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,25
20085,5,SOY,Tofu,1 week,,REFRIGERATED,25
20085,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,27
20085,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,20
20085,8,FRUIT,Apples,1-2 days,,SHELF,23
20085,9,FRUIT,Bananas,Until ripe,,SHELF,29
20085,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,20
20085,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,25
20085,12,DIARY,Cream cheese,,Do not freeze,FROZEN,24
20085,13,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,24
