OrderId,OrderItemId,TYPE,ITEM,PERIOD,DETAILS,STORAGE,ITEM_DESC
50063,4,SHELF_ITEM,Garlic,234.96,opened,REFRIGERATED, commercial jars
50063,5,SHELF_ITEM,Spices,730.0,unopened,SHELF," paprika, red pepper, & chili powder"
50063,6,SHELF_ITEM,Pasta,730.0,unopened,SHELF," dry, without eggs"
50063,7,BAKING,Cornmeal,30.0,opened,REFRIGERATED," regular, degerminated"
50063,9,BAKING,Chocolate,365.0,opened,SHELF," unsweetened and semi-sweet, solid"
50063,10,FRUIT,Grapes,7.0,,REFRIGERATED,
50063,11,SHELF_ITEM,Vinegar,30.0,opened,SHELF,
50064,1,SHELF_ITEM,Spices,1095.0,opened,SHELF, ground
50064,2,PROCESSED_POULTRY,Lunch meats,14.0,,REFRIGERATED, sealed in package
50064,3,SHELLFISH,Crab legs,30.0,,FROZEN," king, dungeness, snow"
50064,4,SHELF_ITEM,Shortening,240.0,unopened,SHELF, solid
50064,5,VEGETABLES,Mushrooms,3.0,,REFRIGERATED,
50064,6,VEGETABLES,Asparagus,4.0,,REFRIGERATED,
50064,7,SHELF_ITEM,Jerky,30.0,unopened,SHELF, commercially dried
50064,8,SHELF_ITEM,Extracts,365.0,opened,SHELF," vanilla, lemon, etc."
50064,9,FRUIT,Papaya,5.0,,SHELF, mango
50064,10,VEGETABLES,Peppers,240.0,,FROZEN, bell or chile
50064,11,BAKERY,Cakes,2.0,,SHELF, chocolate
50064,12,DIARY,Butter,90.0,,REFRIGERATED,
50064,13,FRESH_MEAT,Cooked meats (after home cooking),90.0,,FROZEN,
50064,14,CONDIMENTS,Horseradish,120.0,opened,REFRIGERATED, in jar
50064,16,DIARY,Sour cream,57.28,,FROZEN,
50065,1,SOY,Soy or rice beverage,365.0,opened,SHELF," soy flour, de-fatted, low-fat"
50065,2,FROZEN_ITEM,Burritos,4.0,,THAWED, sandwiches
50065,3,SMOKEDFISH,Salmon,60.0,,FROZEN," whitefish, cold-smoked"
50065,4,FRUIT,Pears,5.0,,SHELF, Plums
50065,5,FRESH_POULTRY,Duckling or goose,2.0,,REFRIGERATED, whole
50065,6,VEGETABLES,Ginger Root,2.0,,SHELF,
50065,7,PROCESSED_MEAT,Bacon,30.0,,FROZEN,
50065,8,SOY,Soy or rice beverage,1.0,opened,REFRIGERATED, shelf stable
50065,9,FRUIT,Apricots,3.0,,REFRIGERATED,
50065,10,FROZEN_ITEM,Lobster tails,90.0,,FROZEN,
50065,11,CRACKERS,Crackers,120.0,opened,REFRIGERATED,
50065,12,BAKERY,Cakes,30.0,,FROZEN, fruit cake
50066,1,PROCESSED_MEAT,Ham,7.0,,REFRIGERATED," fully cooked, whole"
50066,2,VEGETABLES,Bok choy,3.0,,REFRIGERATED,
50066,3,DIARY,Margarine,30.0,,FROZEN,
50066,5,COOKIES,Cookies,28.0,opened,SHELF, packaged
50066,6,SHELLFISH,Crab meat,2.0,,REFRIGERATED, fresh
50066,7,PROCESSED_POULTRY,Lunch meats,60.0,,FROZEN, after opening
50066,8,FRUIT,Bananas,32.03,,SHELF,
50066,9,DELI_ITEM,Side dishes such as cooked vegetables,60.0,,FROZEN, rice or potatoes
50066,11,BAKERY,Pies,2.0,,REFRIGERATED, chiffon
50066,12,SHELF_ITEM,Water,90.0,opened,SHELF, bottled
50066,13,VEGETABLES,Eggplant,1.0,,SHELF,
50066,14,PROCESSED_MEAT,Sausage,60.0,,FROZEN," smoked links, patties"
50066,15,FRUIT,Melons,2.0,,SHELF,
50066,16,SHELF_ITEM,Baby food,234.96,unopened,SHELF," jars or cans, fruits & vegetables"
50067,1,DIARY,Kefir (fermented milk),2.0,opened,REFRIGERATED,
50067,2,PROCESSED_POULTRY,Lunch meats,14.0,,REFRIGERATED, sealed in package
50067,3,BAKERY,Cakes,2.0,,SHELF," chiffon, sponge"
50067,4,SHELF_ITEM,Baby food,234.96,unopened,SHELF," jars or cans, fruits & vegetables"
50067,5,BAKERY,Pies,0.08333333333333333,,SHELF, pecan
50067,6,SHELLFISH,Live clams,2.0,,REFRIGERATED," mussels, crab and oysters"
50067,7,SHELF_ITEM,Popcorn,730.0,unopened,SHELF, dry kernels in jar
50067,8,SHELF_ITEM,Pudding mixes,120.0,opened,SHELF,
50067,10,BAKERY,Doughnuts,4.0,,REFRIGERATED," glazed or cake, dairy cream filled"
50067,11,DOUGH,Ready-to-bake pie crust,60.0,,FROZEN,
50067,12,SHELF_ITEM,Rice,365.0,opened,SHELF, white or wild
50068,1,SHELLFISH,Crab legs,5.0,,REFRIGERATED," king, dungeness, snow"
50068,2,SHELF_ITEM,Peanut butter,270.0,unopened,SHELF, commercial
50068,3,FRUIT,Apples,2.0,,SHELF,
50068,4,SHELF_ITEM,Peas,30.0,unopened,SHELF, dried split
50068,5,SHELF_ITEM,Baby food,234.96,unopened,SHELF," jars or cans, fruits & vegetables"
50068,6,PROCESSED_POULTRY,Pieces covered with broth or gravy,180.0,,FROZEN,
50068,7,FRESH_POULTRY,Chicken or turkey,2.0,,REFRIGERATED, parts
50068,8,BAKERY,Pies,7.0,,REFRIGERATED, mincemeat
50068,9,PASTA,Pasta,15.38,,REFRIGERATED, fresh
50068,10,SHELF_ITEM,Rice,365.0,unopened,SHELF, brown
50068,11,SHELF_ITEM,Peas,30.0,unopened,SHELF, dried split
50068,12,FRESH_MEAT,Variety meats (liver,2.0,,REFRIGERATED," tongue, chitterlings, etc.)"
50068,13,BAKING,Cornstarch,30.0,opened,SHELF,
50069,1,CRACKERS,Crackers,120.0,opened,FROZEN,
50069,2,SHELF_ITEM,Toaster pastries,180.0,unopened,SHELF, non-fruit fillings
50069,3,VEGETABLES,Tomatoes,3.0,,REFRIGERATED,
50069,4,FRUIT,Apples,21.0,,REFRIGERATED,
50069,5,SHELF_ITEM,Oils,730.0,unopened,SHELF, vegetable oil sprays
50069,6,CONDIMENTS,Barbecue sauce,30.0,unopened,SHELF, bottled
50069,7,SHELF_ITEM,Popcorn,365.0,opened,SHELF, dry kernels in jar
50069,8,BAKERY,Cakes,7.0,,REFRIGERATED, angel food
50069,9,SHELF_ITEM,Cereal,90.0,opened,SHELF, ready-to-eat
50069,10,FROZEN_ITEM,Fish,180.0,,FROZEN, raw
50069,11,SHELF_ITEM,Oils,180.0,unopened,SHELF, olive or vegetable
50069,12,CONDIMENTS,Salsa,30.0,opened,REFRIGERATED, picante & taco sauces
50069,13,PROCESSED_MEAT,Corned beef,7.0,,REFRIGERATED, in pouch with pickling juices
50070,1,SHELF_ITEM,Soup mixes,30.0,opened,SHELF, dry bouillon
50070,2,FISH,Surimi seafood,4.0,,REFRIGERATED,
50070,3,SHELF_ITEM,Soup mixes,30.0,unopened,SHELF, dry bouillon
50070,4,PROCESSED_POULTRY,Pieces covered with broth or gravy,180.0,,FROZEN,
50070,5,PASTA,Pasta,15.38,,REFRIGERATED, fresh
50070,6,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,14.0,,REFRIGERATED,
50070,7,SHELF_ITEM,Baby food,60.0,opened,SHELF," cereal, dry mixes"
50070,8,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED, white or wild
50070,9,BAKING,Baking powder,180.0,unopened,SHELF,
50070,10,CRACKERS,Crackers,120.0,opened,FROZEN,
50070,11,SHELF_ITEM,Gravy,2.0,opened,REFRIGERATED, dry gravy mixes
50070,12,VEGETABLES,Peppers,240.0,,FROZEN, bell or chile
50070,13,FROZEN_ITEM,Lobster tails,90.0,,FROZEN,
50070,14,BAKERY,Pies,0.08333333333333333,,SHELF, pecan
50070,15,SHELF_ITEM,Cereal,30.0,opened,SHELF," cook before eating (oatmeal, etc.)"
50070,16,FISH,Fatty fish (bluefish,2.0,,REFRIGERATED," mackerel, mullet, salmon, tuna, etc.)"
50070,17,SOY,Soy or rice beverage,730.0,unopened,SHELF, Textured soy protein (TSP)
50071,1,BAKING,Chocolate syrup,730.0,unopened,SHELF,
50071,2,SHELLFISH,Live lobsters,90.0,,FROZEN,
50071,3,SHELF_ITEM,Canned goods,4.0,opened,REFRIGERATED," low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)"
50071,4,BAKERY,Cookies,21.0,,SHELF, bakery or homemade
50071,5,SHELF_ITEM,Tomatoes,180.0,opened,SHELF," sun dried, packed in oil"
50071,6,FROZEN_ITEM,Soy meat substitutes,30.0,,FROZEN,
50071,7,BAKERY,Pies,4.0,,REFRIGERATED, pumpkin
50071,8,DOUGH,Cookie dough,60.0,unopened,REFRIGERATED,
50071,9,CRACKERS,Crackers,120.0,opened,FROZEN,
50071,10,PROCESSED_MEAT,Sausage,60.0,,FROZEN," smoked links, patties"
50071,11,DOUGH,Ready-to-bake pie crust,60.0,,REFRIGERATED,
50071,12,VEGETABLES,Mushrooms,3.0,,REFRIGERATED,
50071,13,BAKERY,Pies,0.08333333333333333,,SHELF, pecan
50071,14,BAKING,Baking powder,90.0,opened,SHELF,
50071,15,SHELF_ITEM,Fruits,180.0,opened,REFRIGERATED, dried
50072,1,BAKERY,Rolls,60.0,,FROZEN," yeast, baked"
50072,3,VEGETABLES,Radishes,1.0,,REFRIGERATED,
50072,4,SHELF_ITEM,Baby food,1.0,opened,REFRIGERATED, meats & eggs
50072,5,SOY,Soy or rice beverage,120.0,unopened,SHELF, Re-hydrated TSP
50072,6,BAKERY,Cakes,30.0,,FROZEN, fruit cake
50072,7,FROZEN_ITEM,Shrimp,30.0,,FROZEN, shellfish
50072,8,DIARY,Pudding,57.28,unopened,REFRIGERATED,
50072,9,PROCESSED_MEAT,Hot dogs,14.0,,REFRIGERATED, sealed in package
50072,10,SHELF_ITEM,Lentils,30.0,opened,SHELF, dried
50072,11,FRESH_POULTRY,Chicken or turkey,2.0,,REFRIGERATED, parts
50072,13,FRESH_MEAT,Beef,30.0,,FROZEN," lamb, pork or veal chops, steaks,roasts"
50072,14,BAKERY,Cakes,7.0,,REFRIGERATED, chocolate
50073,1,BAKERY,Croissants,60.0,,FROZEN, butter
50073,2,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED, flavored or herb mixes
50073,3,CONDIMENTS,Olives,14.0,opened,REFRIGERATED, black and green
50073,4,FRESH_POULTRY,Chicken or turkey,2.0,,REFRIGERATED, parts
50073,5,FROZEN_ITEM,Fruit such as berries,5.0,,THAWED, melons
50073,6,DELI_ITEM,Cheese,28.0,,REFRIGERATED," store-sliced, hard cheese such as cheddar or swiss"
50073,7,FRUIT,Citrus Fruit,14.0,,REFRIGERATED,
50073,8,FROZEN_ITEM,Topping,14.0,,THAWED, whipped
50073,9,FRUIT,Papaya,7.0,,REFRIGERATED, mango
50073,10,BAKING,Baking powder,90.0,opened,SHELF,
50073,11,FROZEN_ITEM,Fruit such as berries,180.0,,FROZEN, melons
50073,12,BAKERY,Cakes,2.0,,SHELF, chocolate
50073,13,DIARY,Yogurt,1.0,,REFRIGERATED,
50073,14,SHELF_ITEM,Beans,30.0,opened,SHELF, Dried
50073,15,SHELF_ITEM,Soup mixes,30.0,unopened,SHELF, dry bouillon
50073,17,VEGETABLES,Squash,5.0,,REFRIGERATED, summer
50074,1,SHELF_ITEM,Soda such as carbonated cola drinks,90.0,unopened,SHELF," mixers: regular sodas, bottles"
50074,2,VEGETABLES,Broccoli,5.0,,REFRIGERATED," raab, rapini"
50074,3,SHELF_ITEM,Honey,30.0,opened,SHELF,
50074,4,FROZEN_ITEM,Fish,180.0,,FROZEN, raw
50074,5,CONDIMENTS,Barbecue sauce,30.0,opened,SHELF, bottled
50074,6,FROZEN_ITEM,Lobster tails,2.0,,THAWED,
50074,7,SHELLFISH,Shrimp,180.0,,FROZEN," scallops, crayfish, squid"
50074,8,DIARY,Whipped,1.0,,REFRIGERATED, sweetened
50074,9,SHELF_ITEM,Soda such as carbonated cola drinks,3.0,opened,REFRIGERATED," mixers: regular sodas, bottles"
50074,10,SHELF_ITEM,Canned goods,30.0,unopened,SHELF," high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)"
50074,11,SHELF_ITEM,Garlic,240.0,unopened,SHELF, commercial jars
50074,12,FRESH_POULTRY,Giblets,2.0,,REFRIGERATED,
50074,14,DIARY,Parmesan,30.0,opened,REFRIGERATED, shredded
50074,15,SHELF_ITEM,Shortening,90.0,opened,SHELF, solid
50074,16,FROZEN_ITEM,Soy meat substitutes,4.0,,THAWED,
50050,2,PROCESSED_POULTRY,Rotisserie chicken,4.0,,REFRIGERATED,
50050,3,VEGETABLES,Onions,21.0,,SHELF, dry
50050,4,PROCESSED_MEAT,Hot dogs,60.0,,FROZEN, after opening
50050,5,BAKERY,Cakes,60.0,,FROZEN, angel food
50050,6,DIARY,Cream,4.0,,REFRIGERATED, half-and-half
50050,7,SHELF_ITEM,Spices,1095.0,opened,SHELF, ground
50050,8,FRESH_MEAT,Beef,30.0,,FROZEN," lamb, pork or veal chops, steaks,roasts"
50050,9,VEGETABLES,Beets,240.0,,FROZEN,
50050,10,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED, flavored or herb mixes
50050,11,SHELF_ITEM,Pasta,730.0,unopened,SHELF," dry, without eggs"
50050,12,FRESH_MEAT,Beef,30.0,,FROZEN," lamb, pork or veal chops, steaks,roasts"
50050,13,DELI_ITEM,Side dishes such as cooked vegetables,4.0,,REFRIGERATED, rice or potatoes
50051,1,SHELF_ITEM,Popcorn,365.0,opened,SHELF, dry kernels in jar
50051,2,SHELLFISH,Shucked clams,2.0,,REFRIGERATED, mussels and oysters
50051,3,FRESH_POULTRY,Chicken or turkey,30.0,,FROZEN, whole
50051,4,SHELF_ITEM,Baby food,3.0,opened,REFRIGERATED," jars or cans, fruits & vegetables"
50051,5,FROZEN_ITEM,Topping,180.0,,FROZEN, whipped
50051,6,SHELLFISH,Live clams,90.0,,FROZEN," mussels, crab and oysters"
50051,7,SHELF_ITEM,Soda such as carbonated cola drinks,7.0,opened,SHELF," mixers: diet sodas, bottles or cans"
50051,8,BAKERY,Rolls,0.08333333333333333,,SHELF," filled, meat or vegetables"
50051,9,PROCESSED_MEAT,Hot dogs,60.0,,FROZEN, sealed in package
50051,10,SHELF_ITEM,Rice,365.0,opened,SHELF, white or wild
50051,11,SHELF_ITEM,Beans,30.0,opened,SHELF, Dried
50051,12,PROCESSED_POULTRY,Lunch meats,5.0,,REFRIGERATED, after opening
50051,13,BAKERY,Rolls,36.62,,SHELF," yeast, partially baked"
50051,14,BAKERY,Quiche,0.08333333333333333,,SHELF,
50051,16,BAKERY,Doughnuts,2.0,,SHELF, glazed or cake
50051,17,BAKERY,Bread,120.0,,FROZEN," flat (tortillas, pita)"
50051,18,FRESH_MEAT,Beef,5.0,,REFRIGERATED," lamb, pork or veal chops, steaks,roasts"
50052,1,SHELF_ITEM,Peas,30.0,unopened,SHELF, dried split
50052,2,SHELF_ITEM,Commercially popped in bags,90.0,unopened,SHELF,
50052,3,PROCESSED_MEAT,Sausage,21.0,,REFRIGERATED," hard, dry (pepperoni), sliced"
50052,4,VEGETABLES,Herbs,60.0,,FROZEN, fresh
50052,5,DIARY,Dips,14.0,,REFRIGERATED, sour cream based
50052,6,FROZEN_ITEM,Guacamole,4.0,,THAWED,
50052,7,VEGETABLES,Celery,14.0,,REFRIGERATED,
50052,9,SHELF_ITEM,Vinegar,730.0,unopened,SHELF,
50052,10,SHELF_ITEM,Spices,730.0,opened,REFRIGERATED," paprika, red pepper, & chili powder"
50052,11,SHELF_ITEM,Spices,1095.0,unopened,SHELF, ground
50052,12,SHELF_ITEM,Spices,730.0,opened,REFRIGERATED," paprika, red pepper, & chili powder"
50052,14,FROZEN_ITEM,Bagels,14.0,,THAWED,
50052,15,SHELF_ITEM,Rice,180.0,opened,REFRIGERATED, brown
50052,16,BAKING,Flour,30.0,unopened,SHELF, whole wheat
50052,17,SOY,Soy or rice beverage,4.0,opened,REFRIGERATED, Re-hydrated TSP
50052,18,PESTO,Pesto or Sala,60.0,,FROZEN,
50053,1,SHELLFISH,Live clams,2.0,,REFRIGERATED," mussels, crab and oysters"
50053,2,SHELF_ITEM,Soda such as carbonated cola drinks,3.0,opened,REFRIGERATED," mixers: regular sodas, bottles"
50053,3,DELI_ITEM,Chicken,120.0,,FROZEN, rotisserie or fried
50053,4,VEGETABLES,Squash,5.0,,REFRIGERATED, summer
50053,6,BAKING,Biscuit or pancake mix,119.17,opened,SHELF,
50053,7,BAKERY,Cheesecake,7.0,,REFRIGERATED,
50053,9,FROZEN_ITEM,Soy meat substitutes,4.0,,THAWED,
50053,10,FROZEN_ITEM,Sausages,60.0,,FROZEN, uncooked
50053,11,BAKING,Biscuit or pancake mix,30.0,unopened,SHELF,
50053,12,SHELF_ITEM,Oils,120.0,opened,REFRIGERATED, olive or vegetable
50053,13,FRUIT,Pears,5.0,,SHELF, Plums
50053,14,SHELF_ITEM,Coffee,21.0,unopened,SHELF, whole beans
50053,15,SHELF_ITEM,Pudding mixes,30.0,unopened,SHELF,
50053,16,CONDIMENTS,Pickles,14.0,opened,REFRIGERATED,
50053,17,SHELF_ITEM,Soup mixes,30.0,unopened,SHELF, dry bouillon
50054,1,FRUIT,Apricots,3.0,,REFRIGERATED,
50054,2,SHELF_ITEM,Juice,180.0,unopened,SHELF, boxes
50054,3,BAKERY,Cakes,7.0,,REFRIGERATED, chocolate
50054,4,SHELF_ITEM,Gelatin,120.0,opened,SHELF, flavored
50054,5,BAKING,Cornmeal,90.0,opened,REFRIGERATED, stone ground or blue
50054,6,DELI_ITEM,Cheese,180.0,,FROZEN," soft (such as brie, bel paese, goat cheese, fresh mozzarella)"
50054,7,SHELF_ITEM,Baby food,1.0,opened,REFRIGERATED, meats & eggs
50054,8,SHELF_ITEM,Tea,30.0,opened,SHELF, bags
50054,9,DOUGH,Tube cans of biscuits,60.0,,REFRIGERATED," rolls, pizza dough, etc."
50054,11,VEGETABLES,Tomatoes,3.0,,REFRIGERATED,
50054,12,FRUIT,Papaya,5.0,,SHELF, mango
50054,13,FRUIT,Apples,21.0,,REFRIGERATED,
50054,14,SHELF_ITEM,Coffee,7.0,opened,SHELF, whole beans
50054,15,FRUIT,Kiwi Fruit,32.03,,SHELF,
50055,1,SHELF_ITEM,Molasses,180.0,opened,SHELF,
50055,2,SHELF_ITEM,Oils,180.0,unopened,SHELF, olive or vegetable
50055,3,PROCESSED_POULTRY,Pieces covered with broth or gravy,180.0,,FROZEN,
50055,4,BAKERY,Cakes,2.0,,SHELF, chocolate
50055,5,SHELF_ITEM,Gelatin,120.0,opened,SHELF, flavored
50055,6,CONDIMENTS,Barbecue sauce,120.0,opened,REFRIGERATED, bottled
50055,7,FRUIT,Apples,21.0,,REFRIGERATED,
50055,8,SHELF_ITEM,Diet powder mixes,90.0,opened,SHELF,
50055,9,VEGETABLES,Onions,14.0,,REFRIGERATED, Spring or green
50055,10,FISH,Fatty fish (bluefish,90.0,,FROZEN," mackerel, mullet, salmon, tuna, etc.)"
50055,11,SHELF_ITEM,Syrup,30.0,unopened,SHELF, genuine or real maple
50055,12,BAKERY,Pies,2.0,,REFRIGERATED, chiffon
50055,13,FROZEN_ITEM,Topping,180.0,,FROZEN, whipped
50055,14,SHELF_ITEM,Sugar,730.0,,SHELF, granulated
50055,15,FRUIT,Papaya,7.0,,REFRIGERATED, mango
50055,16,SHELF_ITEM,Vinegar,730.0,unopened,SHELF,
50055,17,SHELF_ITEM,Spices,730.0,opened,REFRIGERATED," paprika, red pepper, & chili powder"
50055,18,DELI_ITEM,Chicken,120.0,,FROZEN, rotisserie or fried
50056,1,BAKERY,Cookies,21.0,,SHELF, bakery or homemade
50056,2,SHELF_ITEM,Oils,730.0,unopened,SHELF, vegetable oil sprays
50056,3,SHELF_ITEM,Rice,365.0,unopened,SHELF, brown
50056,4,SHELF_ITEM,Beans,30.0,unopened,SHELF, Dried
50056,5,CONDIMENTS,Barbecue sauce,120.0,opened,REFRIGERATED, bottled
50056,6,VEGETABLES,Cabbage,14.0,,REFRIGERATED,
50056,7,PESTO,Pesto or Sala,60.0,,FROZEN,
50056,8,VEGETABLES,Garlic,14.0,,REFRIGERATED,
50056,9,DOUGH,Cookie dough,60.0,opened,REFRIGERATED,
50056,10,FRUIT,Bananas,30.0,Whole peeled,FROZEN,
50056,11,FRUIT,Grapes,7.0,,REFRIGERATED,
50056,12,SHELF_ITEM,Milk,5.0,opened,REFRIGERATED, canned evaporated
50057,1,BAKERY,Cakes,2.0,,SHELF," chiffon, sponge"
50057,2,SHELF_ITEM,Commercially microwave packets,30.0,unopened,SHELF,
50057,4,PROCESSED_MEAT,Sausage,2.0,,REFRIGERATED," raw, bulk type"
50057,5,PROCESSED_POULTRY,Rotisserie chicken,4.0,,REFRIGERATED,
50057,6,PESTO,Pesto or Sala,28.65,unopened,REFRIGERATED,
50057,7,BAKERY,Rolls,4.0,,SHELF," yeast, baked"
50057,8,VEGETABLES,Leeks,30.0,,FROZEN,
50057,9,BAKERY,Cakes,180.0,,FROZEN, pound cake
50057,10,FISH,Lean fish (pollock,2.0,,REFRIGERATED," ocean perch, rockfish, sea trout)"
50057,11,FISH,Surimi seafood,55.98,,REFRIGERATED,
50057,12,SHELF_ITEM,Tea,30.0,opened,SHELF, instant
50057,13,SHELF_ITEM,Fruits,180.0,unopened,SHELF, dried
50057,14,BAKING,Chocolate syrup,180.0,opened,REFRIGERATED,
50058,1,DIARY,Pudding,2.0,opened,REFRIGERATED,
50058,2,SHELF_ITEM,Syrup,30.0,opened,REFRIGERATED, genuine or real maple
50058,3,PROCESSED_MEAT,Sausage,2.0,,REFRIGERATED," raw, bulk type"
50058,4,DIARY,Pudding,57.28,unopened,REFRIGERATED,
50058,5,SHELF_ITEM,Cereal,30.0,unopened,SHELF," cook before eating (oatmeal, etc.)"
50058,6,FRUIT,Citrus Fruit,1.0,,SHELF,
50058,7,VEGETABLES,Herbs,1.0,,REFRIGERATED, fresh
50058,9,SOY,Soy or rice beverage,1.0,opened,REFRIGERATED, shelf stable
50058,10,FISH,Lean fish (pollock,120.0,,FROZEN," ocean perch, rockfish, sea trout)"
50058,11,SHELF_ITEM,Worcestershire Sauce,365.0,opened,SHELF,
50058,12,SHELF_ITEM,Honey,30.0,unopened,SHELF,
50058,13,SHELF_ITEM,Jerky,60.0,opened,REFRIGERATED, homemade
50058,14,BAKING,Frosting,90.0,opened,SHELF, canned
50058,15,FROZEN_ITEM,Soy meat substitutes,30.0,,FROZEN,
50058,16,SHELF_ITEM,Spaghetti sauce in jars,4.0,opened,REFRIGERATED,
50058,17,SHELF_ITEM,Soda such as carbonated cola drinks,270.0,unopened,SHELF," mixers: regular sodas, cans"
50058,18,DELI_ITEM,Cheesecake,90.0,,FROZEN,
50059,1,SHELF_ITEM,Pudding mixes,120.0,opened,SHELF,
50059,2,BAKERY,Bread,120.0,,FROZEN," flat (tortillas, pita)"
50059,3,SHELF_ITEM,Oils,180.0,unopened,SHELF, nut oils
50059,4,VEGETABLES,Lettuce,7.0,,REFRIGERATED, leaf
50059,5,SHELF_ITEM,Rice,180.0,unopened,SHELF, flavored or herb mixes
50059,6,SHELF_ITEM,Tea,730.0,unopened,SHELF, loose
50059,7,FROZEN_ITEM,Soy crumbles and hotdogs,4.0,,THAWED,
50059,8,PROCESSED_MEAT,Corned beef,30.0,,FROZEN, in pouch with pickling juices
50059,9,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,14.0,,REFRIGERATED,
50059,10,DIARY,Eggnog,5.0,,REFRIGERATED, commercial
50059,11,VEGETABLES,Potatoes,60.0,,SHELF,
50059,12,BAKERY,Rolls,7.0,,REFRIGERATED," yeast, partially baked"
50059,13,SHELF_ITEM,Sauce mixes,365.0,unopened,SHELF," nondairy cream sauces, milk solids"
50059,14,PROCESSED_MEAT,Lunch meats,5.0,,REFRIGERATED, after opening
50059,15,BAKING,Flour,240.0,opened,REFRIGERATED, whole wheat
50059,16,SHELF_ITEM,Potato chips,14.0,opened,SHELF,
50059,17,FISH,Surimi seafood,55.98,,REFRIGERATED,
50059,18,SHELF_ITEM,Garlic,234.96,opened,REFRIGERATED, chopped
50060,1,SHELF_ITEM,Milk,5.0,opened,REFRIGERATED, canned evaporated
50060,2,BAKING,Baking soda,180.0,opened,SHELF,
50060,3,SHELLFISH,Crab legs,30.0,,FROZEN," king, dungeness, snow"
50060,4,PROCESSED_MEAT,Ham,7.0,,REFRIGERATED," fully cooked, whole"
50060,5,SHELF_ITEM,Yeast,234.96,unopened,SHELF," dry, packets and jars"
50060,6,DELI_ITEM,Luncheon meats,60.0,,FROZEN, store-sliced
50060,7,SHELF_ITEM,Rice,365.0,opened,SHELF, white or wild
50060,8,PROCESSED_POULTRY,Rotisserie chicken,120.0,,FROZEN,
50060,9,FRESH_MEAT,Ground meat,120.0,,FROZEN,
50060,11,FRUIT,Berries,2.0,,REFRIGERATED, cherries
50060,12,DIARY,Cheese,180.0,unopened,REFRIGERATED," hard (such as cheddar,  swiss, block parmesan)"
50060,13,VEGETABLES,Lettuce,7.0,,REFRIGERATED, leaf
50060,14,FROZEN_ITEM,Burritos,60.0,,FROZEN, sandwiches
50060,15,BAKERY,Cakes,60.0,,FROZEN, angel food
50061,1,SHELF_ITEM,Soda such as carbonated cola drinks,3.0,opened,REFRIGERATED," mixers: regular sodas, bottles"
50061,2,FRUIT,Kiwi Fruit,4.0,,REFRIGERATED,
50061,3,FROZEN_ITEM,Topping,14.0,,THAWED, whipped
50061,4,CONDIMENTS,Chutney,60.0,opened,REFRIGERATED,
50061,5,DELI_ITEM,Pate,2.0,,REFRIGERATED,
50061,6,PROCESSED_POULTRY,Cooked poultry dishes,4.0,,REFRIGERATED,
50061,7,BAKING,Baking powder,180.0,unopened,SHELF,
50061,8,CONDIMENTS,Mayonnaise,90.0,unopened,SHELF, commercial
50061,9,PROCESSED_MEAT,Sausage,2.0,,REFRIGERATED," raw, bulk type"
50061,10,SHELF_ITEM,Oils,730.0,unopened,SHELF, vegetable oil sprays
50061,11,SHELF_ITEM,Dry egg noodles,730.0,unopened,SHELF,
50061,12,DIARY,Eggnog,180.0,,FROZEN, commercial
50061,13,BAKERY,Pies,2.0,,REFRIGERATED, chiffon
50061,14,FRUIT,Apricots,3.0,,REFRIGERATED,
50061,15,PROCESSED_POULTRY,Fried chicken,120.0,,FROZEN,
50061,16,VEGETABLES,Carrots,30.0,,FROZEN, parsnips
50062,1,SOY,Soy or rice beverage,4.0,opened,REFRIGERATED, Re-hydrated TSP
50062,2,SHELF_ITEM,Tomatoes,30.0,opened,REFRIGERATED," sun dried, packed in cellophane"
50062,3,CONDIMENTS,Olives,30.0,unopened,SHELF, black and green
50062,4,PROCESSED_POULTRY,Chicken nuggets,2.0,,REFRIGERATED, patties
50062,5,VEGETABLES,Onions,30.0,,FROZEN, dry
50062,6,VEGETABLES,Radishes,1.0,,REFRIGERATED,
50062,7,DELI_ITEM,Salads,5.0,,REFRIGERATED, vegetable
50062,8,BAKING,Flour,30.0,unopened,SHELF, white
50062,9,SHELF_ITEM,Commercially microwave packets,30.0,unopened,SHELF,
50062,10,FRESH_POULTRY,Chicken or turkey,270.0,,FROZEN, parts
50062,11,DIARY,Eggs,7.0,,REFRIGERATED, hard cooked
50062,12,SHELF_ITEM,Tea,30.0,unopened,SHELF, bags
50062,13,SHELF_ITEM,Extracts,365.0,opened,SHELF," vanilla, lemon, etc."
50063,1,FISH,Surimi seafood,4.0,,REFRIGERATED,
50063,2,BAKING,Flour,240.0,opened,SHELF, white
50063,3,SHELF_ITEM,Oils,90.0,opened,SHELF, olive or vegetable
50063,4,DIARY,Cheese,60.0,,REFRIGERATED, processed slices
50063,6,DIARY,Buttermilk,90.0,,FROZEN,
50063,7,SHELLFISH,Crab meat,2.0,,REFRIGERATED, fresh
