OrderId,OrderItemId,TYPE,ITEM,PERIOD,DETAILS,STORAGE,Quantity,ITEM_DESC
20136,20,DOUGH,Cookie dough,60.0,,FROZEN,168,
20136,21,SHELF_ITEM,Fruits,180.0,opened,REFRIGERATED,126, dried
20136,22,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,150,
20136,23,FROZEN_ITEM,Burritos,60.0,,FROZEN,156, sandwiches
20136,24,BAKERY,Pies,7.0,,REFRIGERATED,132, mincemeat
20136,25,FROZEN_ITEM,Vegetables,4.0,,THAWED,156,
20136,26,SMOKEDFISH,Salmon,180.0,vacuum pkg,FROZEN,144," whitefish, hot smoked"
20136,27,DIARY,Cream,4.0,,REFRIGERATED,132, half-and-half
20136,28,DELI_ITEM,Cheese,28.0,,REFRIGERATED,126," store-sliced, hard cheese such as cheddar or swiss"
20136,29,VEGETABLES,Squash,14.0,,REFRIGERATED,138, winter
20136,30,VEGETABLES,Broccoli,5.0,,REFRIGERATED,144," raab, rapini"
20136,31,PROCESSED_POULTRY,Chicken nuggets,90.0,,FROZEN,174, patties
20137,1,DIARY,Cheese,60.0,,REFRIGERATED,150, processed slices
20137,2,DIARY,Eggs,35.0,,REFRIGERATED,144, in shell
20137,3,DIARY,Margarine,30.0,,FROZEN,168,
20137,4,DIARY,Milk,7.0,,REFRIGERATED,150, plain or flavored
20137,5,SOY,Tofu,7.0,,REFRIGERATED,120,
20137,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,168,
20137,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,174," canned (""keep refrigerated"" label)"
20137,8,FRUIT,Apples,2.0,,SHELF,144,
20137,9,FRUIT,Bananas,25.46,,SHELF,150,
20137,10,VEGETABLES,Tomatoes,39.5,,SHELF,120,
20137,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,144, white or wild
20137,12,DIARY,Milk,7.0,,REFRIGERATED,120, plain or flavored
20137,13,BAKERY,Pies,240.0,,FROZEN,138, fruit
20137,14,SMOKEDFISH,Salmon,1.0,,REFRIGERATED,156," whitefish, hot smoked"
20137,16,DOUGH,Cookie dough,60.0,,FROZEN,138,
20137,17,VEGETABLES,Turnips,30.0,,FROZEN,132,
20137,18,SHELLFISH,Cooked shellfish,90.0,,FROZEN,144, all
20137,19,DELI_ITEM,Cheesecake,7.0,,REFRIGERATED,120,
20137,20,BAKERY,Cheesecake,90.0,,FROZEN,120,
20137,21,BAKING,Cornmeal,30.0,opened,REFRIGERATED,174," regular, degerminated"
20137,22,FROZEN_ITEM,Egg substitutes,62.22,,THAWED,120,
20137,23,PROCESSED_POULTRY,Rotisserie chicken,120.0,,FROZEN,126,
20137,24,FRESH_MEAT,Ground meat,2.0,,REFRIGERATED,156,
20137,25,VEGETABLES,Tomatoes,3.0,,REFRIGERATED,144,
20137,26,DELI_ITEM,Luncheon meats,5.0,,REFRIGERATED,132, store-sliced
20137,27,FROZEN_ITEM,Sherbet,120.0,,FROZEN,144, sorbet
20137,28,DELI_ITEM,Salads containing meat,4.0,,REFRIGERATED,174," fish, poultry or eggs"
20137,29,BAKERY,Cakes,120.0,,FROZEN,132, chocolate
20137,30,FROZEN_ITEM,Vegetables,240.0,,FROZEN,120,
20137,33,BAKERY,Pies,4.0,,REFRIGERATED,138, cream
20137,34,VEGETABLES,Potatoes,14.0,,REFRIGERATED,174,
20137,35,SOY,Soy or rice beverage,1.0,,REFRIGERATED,126, refrigerated
20137,37,BAKERY,Cookies,30.0,,FROZEN,162, bakery or homemade
20137,38,BAKERY,Cakes,7.0,,REFRIGERATED,126, made from mix
20137,39,BAKERY,Rolls,7.0,,REFRIGERATED,126," yeast, partially baked"
20138,1,DIARY,Cheese,60.0,,REFRIGERATED,168, processed slices
20138,2,DIARY,Eggs,35.0,,REFRIGERATED,174, in shell
20138,3,DIARY,Margarine,30.0,,FROZEN,174,
20138,4,DIARY,Milk,7.0,,REFRIGERATED,174, plain or flavored
20138,5,SOY,Tofu,7.0,,REFRIGERATED,162,
20138,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,156,
20138,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,132," canned (""keep refrigerated"" label)"
20138,8,FRUIT,Apples,2.0,,SHELF,144,
20138,9,FRUIT,Bananas,25.46,,SHELF,150,
20138,10,VEGETABLES,Tomatoes,39.5,,SHELF,174,
20138,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,162, white or wild
20138,12,BAKERY,Cakes,7.0,,REFRIGERATED,168, angel food
20138,14,DIARY,Pudding,2.0,opened,REFRIGERATED,120,
20138,15,FROZEN_ITEM,Guacamole,4.0,,THAWED,126,
20138,18,DIARY,Butter,270.0,,FROZEN,174,
20138,19,VEGETABLES,Eggplant,240.0,,FROZEN,144,
20138,20,FISH,Surimi seafood,4.0,,REFRIGERATED,168,
20138,21,DELI_ITEM,Main dishes or meals,4.0,,REFRIGERATED,156, hot or refrigerated
20138,22,BAKERY,Doughnuts,30.0,,FROZEN,132, glazed or cake
20138,23,PROCESSED_POULTRY,Ground turkey or chicken,2.0,,REFRIGERATED,132,
20138,24,DIARY,Yogurt,1.0,,REFRIGERATED,156,
20138,25,FROZEN_ITEM,Sausages,7.0,,THAWED,144, precooked
20138,26,VEGETABLES,Spinach,2.0,,REFRIGERATED,138,
20138,27,BAKING,Cornmeal,30.0,opened,REFRIGERATED,162," regular, degerminated"
20138,28,SHELLFISH,Crab legs,30.0,,FROZEN,156," king, dungeness, snow"
20138,29,DOUGH,Cookie dough,60.0,,FROZEN,144,
20138,31,SOY,Soy or rice beverage,180.0,opened,REFRIGERATED,174," soy flour, full-fat"
20138,32,VEGETABLES,Okra,30.0,,FROZEN,144,
20138,33,SHELF_ITEM,Baby food,1.0,opened,REFRIGERATED,138, meats & eggs
20138,34,VEGETABLES,Herbs,1.0,,REFRIGERATED,156, fresh
20138,36,DIARY,Sour cream,43.12,,FROZEN,132,
20138,37,BAKERY,Muffins,7.0,,REFRIGERATED,144,
20138,38,BAKERY,Croissants,7.0,,REFRIGERATED,162, butter
20139,1,DIARY,Cheese,60.0,,REFRIGERATED,144, processed slices
20139,2,DIARY,Eggs,35.0,,REFRIGERATED,138, in shell
20139,3,DIARY,Margarine,30.0,,FROZEN,132,
20139,4,DIARY,Milk,7.0,,REFRIGERATED,150, plain or flavored
20139,5,SOY,Tofu,7.0,,REFRIGERATED,126,
20139,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,156,
20139,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,126," canned (""keep refrigerated"" label)"
20139,8,FRUIT,Apples,2.0,,SHELF,126,
20139,9,FRUIT,Bananas,25.46,,SHELF,150,
20139,10,VEGETABLES,Tomatoes,39.5,,SHELF,120,
20139,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,126, white or wild
20139,12,PROCESSED_MEAT,Ham,7.0,,REFRIGERATED,138," fully cooked, whole"
20139,13,FISH,Lean fish (pollock,120.0,,FROZEN,174," ocean perch, rockfish, sea trout)"
20139,14,PASTA,Pasta,2.0,,REFRIGERATED,144, fresh
20139,15,DIARY,Egg substitutes,1.0,unopened,REFRIGERATED,132, liquid
20139,16,DIARY,Pudding,43.12,unopened,REFRIGERATED,162,
20139,17,PROCESSED_POULTRY,Ground turkey or chicken,120.0,,FROZEN,162,
20139,18,DIARY,Eggs,7.0,,REFRIGERATED,156, hard cooked
20139,19,FROZEN_ITEM,Soy crumbles and hotdogs,4.0,,THAWED,126,
20139,20,BAKERY,Quiche,60.0,,FROZEN,156,
20139,21,BAKERY,Doughnuts,7.0,G,REFRIGERATED,174, glazed or cake
20139,23,BAKING,Cornmeal,90.0,opened,REFRIGERATED,162, stone ground or blue
20139,24,PESTO,Pesto or Sala,3.0,opened,REFRIGERATED,150,
20139,25,VEGETABLES,Cauliflower,30.0,,FROZEN,120,
20139,26,BAKERY,Pies,7.0,,REFRIGERATED,174, fruit
20139,28,VEGETABLES,Corn on the cob,240.0,,FROZEN,132,
20139,29,DIARY,Cheese,180.0,,FROZEN,168," soft (such as Brie, Bel Paese)"
20139,30,DOUGH,Ready-to-bake pie crust,60.0,,FROZEN,138,
20139,31,PROCESSED_POULTRY,Rotisserie chicken,4.0,,REFRIGERATED,156,
20139,32,DIARY,Butter,90.0,,REFRIGERATED,138,
20139,33,DIARY,Pudding,43.12,unopened,REFRIGERATED,120,
20139,34,BAKERY,Pastries,7.0,,REFRIGERATED,162, danish
20139,35,FROZEN_ITEM,Soy crumbles and hotdogs,270.0,,FROZEN,120,
20139,36,FRUIT,Papaya,7.0,,REFRIGERATED,120, mango
20139,37,DELI_ITEM,Side dishes such as cooked vegetables,60.0,,FROZEN,138, rice or potatoes
20139,38,VEGETABLES,Brussels sprouts,30.0,,FROZEN,156,
20051,1,DIARY,Cheese,60.0,,REFRIGERATED,120, processed slices
20051,2,DIARY,Eggs,35.0,,REFRIGERATED,105, in shell
20051,3,DIARY,Margarine,30.0,,FROZEN,100,
20051,4,DIARY,Milk,7.0,,REFRIGERATED,105, plain or flavored
20051,5,SOY,Tofu,7.0,,REFRIGERATED,105,
20051,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,110,
20051,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,130," canned (""keep refrigerated"" label)"
20051,8,FRUIT,Apples,2.0,,SHELF,115,
20051,9,FRUIT,Bananas,25.46,,SHELF,100,
20051,10,VEGETABLES,Tomatoes,39.5,,SHELF,120,
20051,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,110, white or wild
20051,12,SOY,Soy or rice beverage,1.0,opened,REFRIGERATED,130, shelf stable
20051,13,PROCESSED_POULTRY,Chicken nuggets,2.0,,REFRIGERATED,140, patties
20051,14,FROZEN_ITEM,Shrimp,30.0,,FROZEN,130, shellfish
20051,15,PROCESSED_POULTRY,Lunch meats,60.0,,FROZEN,110, after opening
20051,16,DELI_ITEM,Cheesecake,7.0,,REFRIGERATED,120,
20051,18,SHELF_ITEM,Gravy,2.0,opened,REFRIGERATED,135, dry gravy mixes
20051,20,CONDIMENTS,Mustard,30.0,opened,REFRIGERATED,105,
20051,21,FRUIT,Grapes,30.0,Whole,FROZEN,120,
20051,22,SHELF_ITEM,Coffee,120.0,,FROZEN,130," non-vacuum bag ground, in cans"
20051,23,FISH,Caviar,28.0,unopened,REFRIGERATED,115," fresh, in jar"
20051,24,PROCESSED_MEAT,Sausage,2.0,,REFRIGERATED,125," raw, bulk type"
20051,25,PROCESSED_MEAT,Ham,7.0,,REFRIGERATED,135," fully cooked, whole"
20051,26,FISH,Caviar,2.0,opened,REFRIGERATED,120," fresh, in jar"
20051,27,VEGETABLES,Garlic,30.0,,FROZEN,115,
20051,28,SHELLFISH,Crab meat,2.0,,REFRIGERATED,110, fresh
20051,29,BAKERY,Croissants,60.0,,FROZEN,120, butter
20051,30,BAKERY,Cakes,30.0,,FROZEN,130, fruit cake
20051,31,BAKERY,Cakes,7.0,,REFRIGERATED,135," chiffon, sponge"
20051,32,BAKERY,Cakes,120.0,,FROZEN,130, made from mix
20051,33,BAKERY,Doughnuts,4.0,,REFRIGERATED,135," glazed or cake, dairy cream filled"
20051,34,FROZEN_ITEM,Guacamole,4.0,,THAWED,120,
20051,35,VEGETABLES,Onions,30.0,,FROZEN,100, Spring or green
20051,36,SHELLFISH,Live lobsters,90.0,,FROZEN,125,
20051,37,VEGETABLES,Beans,4.0,,REFRIGERATED,145, green or wax
20051,38,FISH,Lean fish (pollock,2.0,,REFRIGERATED,115," ocean perch, rockfish, sea trout)"
20052,1,DIARY,Cheese,60.0,,REFRIGERATED,125, processed slices
20052,2,DIARY,Eggs,35.0,,REFRIGERATED,105, in shell
20052,3,DIARY,Margarine,30.0,,FROZEN,125,
20052,4,DIARY,Milk,7.0,,REFRIGERATED,115, plain or flavored
20052,5,SOY,Tofu,7.0,,REFRIGERATED,115,
20052,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,125,
20052,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,100," canned (""keep refrigerated"" label)"
20052,8,FRUIT,Apples,2.0,,SHELF,105,
20052,9,FRUIT,Bananas,25.46,,SHELF,120,
20052,10,VEGETABLES,Tomatoes,39.5,,SHELF,145,
20052,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,115, white or wild
20052,12,CONDIMENTS,Salsa,30.0,opened,REFRIGERATED,140, picante & taco sauces
20052,13,PROCESSED_MEAT,Hot dogs,14.0,,REFRIGERATED,125, sealed in package
20052,15,SHELF_ITEM,Soda such as carbonated cola drinks,3.0,opened,REFRIGERATED,130," mixers: diet sodas, bottles or cans"
20052,16,FRESH_MEAT,Variety meats (liver,120.0,,FROZEN,125," tongue, chitterlings, etc.)"
20052,17,SOY,Soy or rice beverage,4.0,opened,REFRIGERATED,115, Re-hydrated TSP
20052,18,DOUGH,Tube cans of biscuits,60.0,,REFRIGERATED,130," rolls, pizza dough, etc."
20052,19,DIARY,Eggs,30.0,,FROZEN,130," raw whites, yolks*"
20052,20,CONDIMENTS,Olives,14.0,opened,REFRIGERATED,135, black and green
20052,22,SHELLFISH,Live clams,2.0,,REFRIGERATED,145," mussels, crab and oysters"
20052,23,VEGETABLES,Garlic,30.0,,FROZEN,135,
20052,24,FRESH_MEAT,Variety meats (liver,2.0,,REFRIGERATED,105," tongue, chitterlings, etc.)"
20052,25,CONDIMENTS,Salsa,30.0,opened,REFRIGERATED,120, picante & taco sauces
20052,26,VEGETABLES,Peppers,240.0,,FROZEN,140, bell or chile
20052,27,DELI_ITEM,Fruit,47.32,unopened,REFRIGERATED,105, cut
20052,29,FROZEN_ITEM,Guacamole,120.0,,FROZEN,140,
20052,30,FROZEN_ITEM,Guacamole,120.0,,FROZEN,105,
20052,31,VEGETABLES,Parsley,7.0,,REFRIGERATED,145, cilantro
20052,32,PASTA,Pasta,28.36,,REFRIGERATED,100, fresh
20052,33,BAKERY,Cakes,7.0,,REFRIGERATED,105, angel food
20053,1,DIARY,Cheese,60.0,,REFRIGERATED,145, processed slices
20053,2,DIARY,Eggs,35.0,,REFRIGERATED,105, in shell
20053,3,DIARY,Margarine,30.0,,FROZEN,105,
20053,4,DIARY,Milk,7.0,,REFRIGERATED,125, plain or flavored
20053,5,SOY,Tofu,7.0,,REFRIGERATED,100,
20053,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,115,
20053,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,110," canned (""keep refrigerated"" label)"
20053,8,FRUIT,Apples,2.0,,SHELF,110,
20053,9,FRUIT,Bananas,25.46,,SHELF,130,
20053,10,VEGETABLES,Tomatoes,39.5,,SHELF,145,
20053,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,120, white or wild
20053,13,FRUIT,Melons,30.0,Balls,FROZEN,145,
20053,15,SHELF_ITEM,Jerky,90.0,opened,REFRIGERATED,125, commercially dried
20053,16,PROCESSED_POULTRY,Chicken nuggets,90.0,,FROZEN,135, patties
20053,17,BAKERY,Rolls,4.0,,REFRIGERATED,110," filled, meat or vegetables"
20053,18,PROCESSED_POULTRY,Lunch meats,60.0,,FROZEN,120, sealed in package
20053,20,FROZEN_ITEM,Fish,2.0,,THAWED,110, raw
20053,21,FROZEN_ITEM,Soy crumbles and hotdogs,270.0,,FROZEN,120,
20053,22,PROCESSED_MEAT,Lunch meats,60.0,,FROZEN,135, after opening
20053,23,VEGETABLES,Broccoli,5.0,,REFRIGERATED,135," raab, rapini"
20053,24,PROCESSED_MEAT,Sausage,7.0,,REFRIGERATED,110," smoked links, patties"
20053,25,BAKERY,Rolls,4.0,,REFRIGERATED,140," filled, meat or vegetables"
20053,26,DELI_ITEM,Cheesecake,90.0,,FROZEN,125,
20053,27,DELI_ITEM,Chicken,120.0,,FROZEN,130, rotisserie or fried
20053,28,DOUGH,Cookie dough,60.0,,FROZEN,135,
20053,29,PESTO,Pesto or Sala,60.0,,FROZEN,110,
20053,30,FROZEN_ITEM,Burritos,60.0,,FROZEN,125, sandwiches
20054,1,DIARY,Cheese,60.0,,REFRIGERATED,125, processed slices
20054,2,DIARY,Eggs,35.0,,REFRIGERATED,105, in shell
20054,3,DIARY,Margarine,30.0,,FROZEN,125,
20054,4,DIARY,Milk,7.0,,REFRIGERATED,100, plain or flavored
20054,5,SOY,Tofu,7.0,,REFRIGERATED,125,
20054,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,100,
20054,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,100," canned (""keep refrigerated"" label)"
20054,8,FRUIT,Apples,2.0,,SHELF,100,
20054,9,FRUIT,Bananas,25.46,,SHELF,100,
20054,10,VEGETABLES,Tomatoes,39.5,,SHELF,130,
20054,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,140, white or wild
20054,12,SHELLFISH,Shrimp,180.0,,FROZEN,130," scallops, crayfish, squid"
20054,13,DIARY,Egg substitutes,1.0,unopened,REFRIGERATED,145, liquid
20054,14,DIARY,Cottage cheese,7.0,,REFRIGERATED,105, ricotta
20054,15,VEGETABLES,Spinach,30.0,,FROZEN,140,
20054,16,BAKERY,Cakes,7.0,,REFRIGERATED,120, angel food
20054,17,VEGETABLES,Leeks,30.0,,FROZEN,110,
20054,18,SMOKEDFISH,Salmon,1.0,,REFRIGERATED,100," whitefish, hot smoked"
20054,19,BEVERAGES,Juice in cartons,1.0,opened,REFRIGERATED,125," fruit drinks, punch"
20054,20,DOUGH,Tube cans of biscuits,60.0,,REFRIGERATED,105," rolls, pizza dough, etc."
20054,21,DIARY,Eggs,30.0,,FROZEN,130," raw whites, yolks*"
20054,22,BAKERY,Cakes,7.0,,REFRIGERATED,130, chocolate
20054,23,VEGETABLES,Greens,2.0,,REFRIGERATED,120,
20054,24,VEGETABLES,Carrots,30.0,,FROZEN,135, parsnips
20054,26,SHELF_ITEM,Garlic,319.79,opened,REFRIGERATED,140, chopped
20054,27,DELI_ITEM,Pudding,2.0,opened,REFRIGERATED,115,
20054,28,FRUIT,Pears,4.0,,REFRIGERATED,115, Plums
20054,29,DIARY,Cheese,180.0,,FROZEN,125," soft (such as Brie, Bel Paese)"
20054,30,SHELF_ITEM,Gravy,2.0,opened,REFRIGERATED,115, dry gravy mixes
20055,1,DIARY,Cheese,60.0,,REFRIGERATED,125, processed slices
20055,2,DIARY,Eggs,35.0,,REFRIGERATED,140, in shell
20055,3,DIARY,Margarine,30.0,,FROZEN,105,
20055,4,DIARY,Milk,7.0,,REFRIGERATED,115, plain or flavored
20055,5,SOY,Tofu,7.0,,REFRIGERATED,135,
20055,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,105,
20055,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,115," canned (""keep refrigerated"" label)"
20055,8,FRUIT,Apples,2.0,,SHELF,140,
20055,9,FRUIT,Bananas,25.46,,SHELF,130,
20055,10,VEGETABLES,Tomatoes,39.5,,SHELF,140,
20055,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,100, white or wild
20055,12,DIARY,Cheese,180.0,,FROZEN,140," hard (such as cheddar,  swiss, block parmesan)"
20055,13,FISH,Caviar,28.0,unopened,REFRIGERATED,125," fresh, in jar"
20055,14,SHELLFISH,Shrimp,180.0,,FROZEN,105," scallops, crayfish, squid"
20055,15,SHELLFISH,Cooked shellfish,4.0,,REFRIGERATED,100, all
20055,16,SMOKEDFISH,Herring,60.0,,FROZEN,105,
20055,17,FRUIT,Coconuts,21.0,fresh,REFRIGERATED,105,
20055,18,VEGETABLES,Cucumbers,5.0,,REFRIGERATED,135,
20055,19,VEGETABLES,Tomatoes,3.0,,REFRIGERATED,100,
20055,21,BAKERY,Pies,4.0,,REFRIGERATED,125, pecan
20055,22,VEGETABLES,Peppers,5.0,,REFRIGERATED,140, bell or chile
20055,23,FISH,Fatty fish (bluefish,90.0,,FROZEN,115," mackerel, mullet, salmon, tuna, etc.)"
20055,24,VEGETABLES,Peppers,5.0,,REFRIGERATED,135, bell or chile
20055,25,VEGETABLES,Asparagus,240.0,,FROZEN,125,
20055,26,CRACKERS,Crackers,120.0,opened,REFRIGERATED,135,
20055,27,BAKING,Chocolate syrup,180.0,opened,REFRIGERATED,135,
20055,28,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,115,
20055,29,DIARY,Eggs,7.0,,REFRIGERATED,130, hard cooked
20055,30,BAKERY,Croissants,7.0,,REFRIGERATED,145, butter
20055,31,SHELLFISH,Crab meat,120.0,,FROZEN,100, pasteurized
20055,32,BAKERY,Bread,120.0,,FROZEN,120," flat (tortillas, pita)"
20055,33,SOY,Tofu,7.0,,REFRIGERATED,110,
20055,34,VEGETABLES,Parsley,7.0,,REFRIGERATED,125, cilantro
20056,1,DIARY,Cheese,60.0,,REFRIGERATED,145, processed slices
20056,2,DIARY,Eggs,35.0,,REFRIGERATED,130, in shell
20056,3,DIARY,Margarine,30.0,,FROZEN,110,
20056,4,DIARY,Milk,7.0,,REFRIGERATED,110, plain or flavored
20056,5,SOY,Tofu,7.0,,REFRIGERATED,110,
20056,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,105,
20056,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,110," canned (""keep refrigerated"" label)"
20056,8,FRUIT,Apples,2.0,,SHELF,140,
20056,9,FRUIT,Bananas,25.46,,SHELF,110,
20056,10,VEGETABLES,Tomatoes,39.5,,SHELF,120,
20056,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,100, white or wild
20056,12,VEGETABLES,Tomatoes,3.0,,REFRIGERATED,100,
20056,13,CONDIMENTS,Pickles,14.0,opened,REFRIGERATED,140,
20056,14,FROZEN_ITEM,Fish,180.0,,FROZEN,115, raw
20056,15,VEGETABLES,Squash,5.0,,REFRIGERATED,120, summer
20056,16,FROZEN_ITEM,Tempeh,14.0,,THAWED,145,
20056,17,FRESH_POULTRY,Chicken or turkey,270.0,,FROZEN,140, parts
20056,18,SHELF_ITEM,Coffee,120.0,,FROZEN,140, whole beans
20056,19,BAKERY,Pies,240.0,,FROZEN,130, fruit
20056,20,PESTO,Pesto or Sala,28.5,unopened,REFRIGERATED,115,
20056,21,FRESH_MEAT,Cooked meats (after home cooking),90.0,,FROZEN,140,
20056,22,DELI_ITEM,Meats covered with gravy or broth,180.0,,FROZEN,130,
20056,23,BAKING,Flour,240.0,opened,REFRIGERATED,125, whole wheat
20056,24,DIARY,Margarine,180.0,,REFRIGERATED,115,
20056,25,VEGETABLES,Rutabagas,14.0,,REFRIGERATED,100,
20056,26,BAKERY,Bread,120.0,,FROZEN,105," flat (tortillas, pita)"
20056,27,BAKERY,Croissants,60.0,,FROZEN,140, butter
20056,29,VEGETABLES,Cucumbers,5.0,,REFRIGERATED,110,
20056,30,FROZEN_ITEM,TV Dinners,90.0,,FROZEN,135," entrees,  breakfast"
20057,1,DIARY,Cheese,60.0,,REFRIGERATED,87, processed slices
20057,2,DIARY,Eggs,35.0,,REFRIGERATED,69, in shell
20057,3,DIARY,Margarine,30.0,,FROZEN,78,
20057,4,DIARY,Milk,7.0,,REFRIGERATED,84, plain or flavored
20057,5,SOY,Tofu,7.0,,REFRIGERATED,81,
20057,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,66,
20057,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,72," canned (""keep refrigerated"" label)"
20057,8,FRUIT,Apples,2.0,,SHELF,66,
20057,9,FRUIT,Bananas,25.46,,SHELF,84,
20057,10,VEGETABLES,Tomatoes,39.5,,SHELF,66,
20057,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,66, white or wild
20057,12,DIARY,Parmesan,120.0,,FROZEN,69, shredded
20057,13,FROZEN_ITEM,Sausages,7.0,,THAWED,84, precooked
20057,14,SHELF_ITEM,Spices,730.0,opened,REFRIGERATED,78," paprika, red pepper, & chili powder"
20057,15,BAKERY,Quiche,60.0,,FROZEN,84,
20057,16,BAKERY,Cakes,7.0,,REFRIGERATED,63, pound cake
20057,18,BAKERY,Cakes,120.0,,FROZEN,66, chocolate
20057,19,BAKERY,Pies,7.0,,REFRIGERATED,63, mincemeat
20057,20,SMOKEDFISH,Salmon,54.19,,REFRIGERATED,75," whitefish, hot smoked"
20057,21,CONDIMENTS,Mustard,30.0,opened,REFRIGERATED,66,
20057,22,BAKERY,Cakes,7.0,,REFRIGERATED,75, chocolate
20057,23,DIARY,Egg substitutes,1.0,unopened,REFRIGERATED,75, liquid
20057,24,FROZEN_ITEM,Bread Dough,62.22,,FROZEN,69, commercial
20057,25,DOUGH,Ready-to-bake pie crust,60.0,,REFRIGERATED,69,
20057,26,VEGETABLES,Lettuce,7.0,,REFRIGERATED,69, leaf
20057,27,BAKERY,Doughnuts,7.0,G,REFRIGERATED,81, glazed or cake
20057,28,BAKERY,Cheesecake,90.0,,FROZEN,75,
20057,29,FRESH_MEAT,Variety meats (liver,2.0,,REFRIGERATED,69," tongue, chitterlings, etc.)"
20057,30,SHELF_ITEM,Coffee,14.0,opened,REFRIGERATED,60," instant, jars and tins"
20057,31,BAKERY,Doughnuts,7.0,G,REFRIGERATED,72, glazed or cake
20057,32,SHELF_ITEM,Gravy,2.0,opened,REFRIGERATED,66, jars and cans
20057,33,VEGETABLES,Beets,240.0,,FROZEN,60,
20057,34,SHELLFISH,Lobster tails,180.0,,FROZEN,81,
20057,35,DOUGH,Cookie dough,60.0,,FROZEN,78,
20057,36,SHELF_ITEM,Spices,730.0,opened,REFRIGERATED,72," paprika, red pepper, & chili powder"
20057,37,VEGETABLES,Peppers,240.0,,FROZEN,87, bell or chile
20057,38,BAKERY,Pies,240.0,,FROZEN,75, fruit
20057,39,VEGETABLES,Ginger Root,30.0,,FROZEN,87,
20058,1,DIARY,Cheese,60.0,,REFRIGERATED,63, processed slices
20058,2,DIARY,Eggs,35.0,,REFRIGERATED,75, in shell
20058,3,DIARY,Margarine,30.0,,FROZEN,75,
20058,4,DIARY,Milk,7.0,,REFRIGERATED,78, plain or flavored
20058,5,SOY,Tofu,7.0,,REFRIGERATED,63,
20058,6,PROCESSED_MEAT,Bacon,7.0,,REFRIGERATED,60,
20058,7,PROCESSED_MEAT,Ham,270.0,,REFRIGERATED,60," canned (""keep refrigerated"" label)"
20058,8,FRUIT,Apples,2.0,,SHELF,84,
20058,9,FRUIT,Bananas,25.46,,SHELF,84,
20058,10,VEGETABLES,Tomatoes,39.5,,SHELF,72,
20058,11,SHELF_ITEM,Rice,730.0,unopened,SHELF,81, white or wild
20058,12,SHELLFISH,Crab meat,120.0,,FROZEN,84, pasteurized
20058,15,SHELLFISH,Shucked clams,120.0,,FROZEN,81, mussels and oysters
20058,16,VEGETABLES,Potatoes,14.0,,REFRIGERATED,84,
20058,17,BAKERY,Cakes,7.0,,REFRIGERATED,84, chocolate
20058,18,BAKERY,Eclairs,4.0,,REFRIGERATED,72, dairy cream filled
20058,19,SHELLFISH,Crab meat,2.0,,REFRIGERATED,60, fresh
20058,20,DIARY,Aerosol can,28.0,,REFRIGERATED,87, real whipped cream
20058,21,PROCESSED_MEAT,Hot dogs,14.0,,REFRIGERATED,81, sealed in package
20058,22,SHELF_ITEM,Milk,5.0,opened,REFRIGERATED,69, canned evaporated
20058,23,VEGETABLES,Celery,14.0,,REFRIGERATED,66,
20058,24,DOUGH,Cookie dough,60.0,,FROZEN,87,
20058,25,SOY,Tofu,7.0,,REFRIGERATED,81,
20058,26,DIARY,Cheese,180.0,,FROZEN,60," hard (such as cheddar,  swiss, block parmesan)"
20058,27,BAKERY,Pastries,60.0,,FROZEN,75, danish
20058,28,SOY,Soy or rice beverage,1.0,,REFRIGERATED,66, refrigerated
20058,29,PROCESSED_MEAT,Hot dogs,7.0,,REFRIGERATED,60, after opening
